species,series,subplot,scale,response,value,naturalisation_level,introduction_time,category
Euphorbia leptocaula,UAS19,SE,0.1,p/a,1,NA,NA,native
Euphorbia leptocaula,UAS19,SE,1,p/a,1,NA,NA,native
Euphorbia leptocaula,UAS19,SE,10,cover,0.2,NA,NA,native
Euphorbia leptocaula,UAS19,x,100,cover,0.15,NA,NA,native
Euphorbia stepposa,UAS50,NW,10,cover,0.7,NA,NA,native
Euphorbia stepposa,UAS50,SE,10,cover,0.5,NA,NA,native
Euphorbia stepposa,UAS50,x,100,cover,0.6,NA,NA,native
Euphorbia stepposa,UAS51,NW,1,p/a,1,NA,NA,native
Euphorbia stepposa,UAS51,NW,10,cover,0.1,NA,NA,native
Euphorbia stepposa,UAS51,x,100,cover,0.05,NA,NA,native
Euphorbia seguieriana,UAS02,NW,1,p/a,1,NA,NA,native
Euphorbia seguieriana,UAS02,NW,10,cover,1,NA,NA,native
Euphorbia seguieriana,UAS02,SE,0.1,p/a,1,NA,NA,native
Euphorbia seguieriana,UAS02,SE,1,p/a,1,NA,NA,native
Euphorbia seguieriana,UAS02,SE,10,cover,4,NA,NA,native
Euphorbia seguieriana,UAS02,x,100,cover,2.5,NA,NA,native
Euphorbia seguieriana,UAS05,NW,0.1,p/a,1,NA,NA,native
Euphorbia seguieriana,UAS05,NW,1,p/a,1,NA,NA,native
Euphorbia seguieriana,UAS05,NW,10,cover,3,NA,NA,native
Euphorbia seguieriana,UAS05,SE,0.1,p/a,1,NA,NA,native
Euphorbia seguieriana,UAS05,SE,1,p/a,1,NA,NA,native
Euphorbia seguieriana,UAS05,SE,10,cover,1,NA,NA,native
Euphorbia seguieriana,UAS05,x,100,cover,2,NA,NA,native
Euphorbia seguieriana,UAS09,SE,0.1,p/a,1,NA,NA,native
Euphorbia seguieriana,UAS09,SE,1,p/a,1,NA,NA,native
Euphorbia seguieriana,UAS09,SE,10,cover,0.01,NA,NA,native
Euphorbia seguieriana,UAS09,x,100,cover,0.005,NA,NA,native
Euphorbia seguieriana,UAS11,SW,10,cover,0.01,NA,NA,native
Euphorbia seguieriana,UAS11,x,100,cover,0.005,NA,NA,native
Euphorbia seguieriana,UAS14,NW,10,cover,0.1,NA,NA,native
Euphorbia seguieriana,UAS14,SE,1,p/a,1,NA,NA,native
Euphorbia seguieriana,UAS14,SE,10,cover,0.01,NA,NA,native
Euphorbia seguieriana,UAS14,x,100,cover,0.055,NA,NA,native
Euphorbia seguieriana,UAS21,NW,0.1,p/a,1,NA,NA,native
Euphorbia seguieriana,UAS21,NW,1,p/a,1,NA,NA,native
Euphorbia seguieriana,UAS21,NW,10,cover,0.5,NA,NA,native
Euphorbia seguieriana,UAS21,x,100,cover,0.25,NA,NA,native
Euphorbia seguieriana,UAS26,NW,1,p/a,1,NA,NA,native
Euphorbia seguieriana,UAS26,NW,10,cover,2,NA,NA,native
Euphorbia seguieriana,UAS26,SE,1,p/a,1,NA,NA,native
Euphorbia seguieriana,UAS26,SE,10,cover,1,NA,NA,native
Euphorbia seguieriana,UAS26,x,100,cover,1.5,NA,NA,native
Euphorbia seguieriana,UAS27,NW,10,cover,0.001,NA,NA,native
Euphorbia seguieriana,UAS27,SE,10,cover,0.1,NA,NA,native
Euphorbia seguieriana,UAS27,x,100,cover,0.0505,NA,NA,native
Euphorbia seguieriana,UAS32,SE,10,cover,0.5,NA,NA,native
Euphorbia seguieriana,UAS32,x,100,cover,0.25,NA,NA,native
Euphorbia seguieriana,UAS33,NW,1,p/a,1,NA,NA,native
Euphorbia seguieriana,UAS33,NW,10,cover,0.5,NA,NA,native
Euphorbia seguieriana,UAS33,SE,10,cover,0.1,NA,NA,native
Euphorbia seguieriana,UAS33,x,100,cover,0.3,NA,NA,native
Euphorbia seguieriana,UAS35,NW,0.1,p/a,1,NA,NA,native
Euphorbia seguieriana,UAS35,NW,1,p/a,1,NA,NA,native
Euphorbia seguieriana,UAS35,NW,10,cover,0.7,NA,NA,native
Euphorbia seguieriana,UAS35,SE,10,cover,1,NA,NA,native
Euphorbia seguieriana,UAS35,x,100,cover,0.85,NA,NA,native
Euphorbia seguieriana,UAS40,NW,0.1,p/a,1,NA,NA,native
Euphorbia seguieriana,UAS40,NW,1,p/a,1,NA,NA,native
Euphorbia seguieriana,UAS40,NW,10,cover,0.2,NA,NA,native
Euphorbia seguieriana,UAS40,SE,1,p/a,1,NA,NA,native
Euphorbia seguieriana,UAS40,SE,10,cover,1,NA,NA,native
Euphorbia seguieriana,UAS40,x,100,cover,0.6,NA,NA,native
Euphorbia seguieriana,UAS43,NW,10,cover,0.5,NA,NA,native
Euphorbia seguieriana,UAS43,SE,10,cover,0.2,NA,NA,native
Euphorbia seguieriana,UAS43,x,100,cover,0.35,NA,NA,native
Euphorbia seguieriana,UAS44,SE,0.001,p/a,1,NA,NA,native
Euphorbia seguieriana,UAS44,SE,0.01,p/a,1,NA,NA,native
Euphorbia seguieriana,UAS44,SE,0.1,p/a,1,NA,NA,native
Euphorbia seguieriana,UAS44,SE,1,p/a,1,NA,NA,native
Euphorbia seguieriana,UAS44,SE,10,cover,0.1,NA,NA,native
Euphorbia seguieriana,UAS44,x,100,cover,0.05,NA,NA,native
Euphorbia seguieriana,UAS45,SE,1,p/a,1,NA,NA,native
Euphorbia seguieriana,UAS45,SE,10,cover,0.01,NA,NA,native
Euphorbia seguieriana,UAS45,x,100,cover,0.005,NA,NA,native
Euphorbia seguieriana,UAS46,NW,1,p/a,1,NA,NA,native
Euphorbia seguieriana,UAS46,NW,10,cover,0.5,NA,NA,native
Euphorbia seguieriana,UAS46,SE,10,cover,0.01,NA,NA,native
Euphorbia seguieriana,UAS46,x,100,cover,0.255,NA,NA,native
Euphorbia seguieriana,UAS47,SE,10,cover,0.2,NA,NA,native
Euphorbia seguieriana,UAS47,x,100,cover,0.1,NA,NA,native
Euphorbia seguieriana,UAS48,NW,10,cover,0.25,NA,NA,native
Euphorbia seguieriana,UAS48,SE,1,p/a,1,NA,NA,native
Euphorbia seguieriana,UAS48,SE,10,cover,0.01,NA,NA,native
Euphorbia seguieriana,UAS48,x,100,cover,0.13,NA,NA,native
Euphorbia seguieriana,UAS55,x,100,cover,0.01,NA,NA,native
Falcaria vulgaris,UAS03,SE,10,cover,0.001,NA,NA,native
Falcaria vulgaris,UAS03,x,100,cover,5e-4,NA,NA,native
Falcaria vulgaris,UAS04,NW,0.01,p/a,1,NA,NA,native
Falcaria vulgaris,UAS04,NW,0.1,p/a,1,NA,NA,native
Falcaria vulgaris,UAS04,NW,1,p/a,1,NA,NA,native
Falcaria vulgaris,UAS04,NW,10,cover,0.5,NA,NA,native
Falcaria vulgaris,UAS04,SE,10,cover,0.01,NA,NA,native
Falcaria vulgaris,UAS04,x,100,cover,0.255,NA,NA,native
Falcaria vulgaris,UAS09,SE,10,cover,0.5,NA,NA,native
Falcaria vulgaris,UAS09,x,100,cover,0.25,NA,NA,native
Falcaria vulgaris,UAS12,NW,10,cover,0.1,NA,NA,native
Falcaria vulgaris,UAS12,SE,0.1,p/a,1,NA,NA,native
Falcaria vulgaris,UAS12,SE,1,p/a,1,NA,NA,native
Falcaria vulgaris,UAS12,SE,10,cover,0.3,NA,NA,native
Falcaria vulgaris,UAS12,x,100,cover,0.2,NA,NA,native
Falcaria vulgaris,UAS13,x,100,cover,0.01,NA,NA,native
Falcaria vulgaris,UAS14,SE,10,cover,0.05,NA,NA,native
Falcaria vulgaris,UAS14,x,100,cover,0.025,NA,NA,native
Falcaria vulgaris,UAS18,x,100,cover,0.5,NA,NA,native
Falcaria vulgaris,UAS19,NW,1,p/a,1,NA,NA,native
Falcaria vulgaris,UAS19,NW,10,cover,0.1,NA,NA,native
Falcaria vulgaris,UAS19,SE,0.01,p/a,1,NA,NA,native
Falcaria vulgaris,UAS19,SE,0.1,p/a,1,NA,NA,native
Falcaria vulgaris,UAS19,SE,1,p/a,1,NA,NA,native
Falcaria vulgaris,UAS19,SE,10,cover,3,NA,NA,native
Falcaria vulgaris,UAS19,x,100,cover,1.55,NA,NA,native
Falcaria vulgaris,UAS24,x,100,cover,0.001,NA,NA,native
Falcaria vulgaris,UAS31,SE,10,cover,0.15,NA,NA,native
Falcaria vulgaris,UAS31,x,100,cover,0.075,NA,NA,native
Falcaria vulgaris,UAS55,SE,1,p/a,1,NA,NA,native
Falcaria vulgaris,UAS55,SE,10,cover,0.3,NA,NA,native
Falcaria vulgaris,UAS55,x,100,cover,0.15,NA,NA,native
Fallopia dumetorum,UAS44,SE,10,cover,0.01,NA,NA,native
Fallopia dumetorum,UAS44,x,100,cover,0.005,NA,NA,native
Ferula caspica,UAS04,x,100,cover,0.1,NA,NA,native
Ferula caspica,UAS06,NW,10,cover,4,NA,NA,native
Ferula caspica,UAS06,SE,0.1,p/a,1,NA,NA,native
Ferula caspica,UAS06,SE,1,p/a,1,NA,NA,native
Ferula caspica,UAS06,SE,10,cover,1,NA,NA,native
Ferula caspica,UAS06,x,100,cover,2.5,NA,NA,native
Ferula caspica,UAS10,SE,10,cover,1,NA,NA,native
Ferula caspica,UAS10,x,100,cover,0.5,NA,NA,native
Ferula caspica,UAS55,x,100,cover,0.01,NA,NA,native
Festuca beckeri,UAS33,NW,1,p/a,1,NA,NA,native
Festuca beckeri,UAS33,NW,10,cover,2,NA,NA,native
Festuca beckeri,UAS33,SE,10,cover,0.5,NA,NA,native
Festuca beckeri,UAS33,x,100,cover,1.25,NA,NA,native
Festuca beckeri,UAS35,NW,10,cover,4,NA,NA,native
Festuca beckeri,UAS35,SE,10,cover,4,NA,NA,native
Festuca beckeri,UAS35,x,100,cover,4,NA,NA,native
Festuca beckeri,UAS40,NW,1,p/a,1,NA,NA,native
Festuca beckeri,UAS40,NW,10,cover,1.5,NA,NA,native
Festuca beckeri,UAS40,x,100,cover,0.75,NA,NA,native
Festuca beckeri,UAS43,NW,0.1,p/a,1,NA,NA,native
Festuca beckeri,UAS43,NW,1,p/a,1,NA,NA,native
Festuca beckeri,UAS43,NW,10,cover,1,NA,NA,native
Festuca beckeri,UAS43,SE,10,cover,0.7,NA,NA,native
Festuca beckeri,UAS43,x,100,cover,0.85,NA,NA,native
Festuca beckeri,UAS46,NW,1,p/a,1,NA,NA,native
Festuca beckeri,UAS46,NW,10,cover,0.7,NA,NA,native
Festuca beckeri,UAS46,SE,1,p/a,1,NA,NA,native
Festuca beckeri,UAS46,SE,10,cover,1,NA,NA,native
Festuca beckeri,UAS46,x,100,cover,0.85,NA,NA,native
Festuca arundinacea,UAS32,SE,10,cover,0.5,NA,NA,native
Festuca arundinacea,UAS32,x,100,cover,0.25,NA,NA,native
Festuca arundinacea,UAS36,x,100,cover,0.1,NA,NA,native
Festuca arundinacea,UAS41,NW,1e-4,p/a,1,NA,NA,native
Festuca arundinacea,UAS41,NW,0.001,p/a,1,NA,NA,native
Festuca arundinacea,UAS41,NW,0.01,p/a,1,NA,NA,native
Festuca arundinacea,UAS41,NW,0.1,p/a,1,NA,NA,native
Festuca arundinacea,UAS41,NW,1,p/a,1,NA,NA,native
Festuca arundinacea,UAS41,NW,10,cover,15,NA,NA,native
Festuca arundinacea,UAS41,SE,10,cover,3,NA,NA,native
Festuca arundinacea,UAS41,x,100,cover,9,NA,NA,native
Festuca valesiaca,UAS02,NW,0.01,p/a,1,NA,NA,native
Festuca valesiaca,UAS02,NW,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS02,NW,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS02,NW,10,cover,10,NA,NA,native
Festuca valesiaca,UAS02,SE,10,cover,3,NA,NA,native
Festuca valesiaca,UAS02,x,100,cover,6.5,NA,NA,native
Festuca valesiaca,UAS04,NW,1e-4,p/a,1,NA,NA,native
Festuca valesiaca,UAS04,NW,0.001,p/a,1,NA,NA,native
Festuca valesiaca,UAS04,NW,0.01,p/a,1,NA,NA,native
Festuca valesiaca,UAS04,NW,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS04,NW,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS04,NW,10,cover,30,NA,NA,native
Festuca valesiaca,UAS04,SE,0.001,p/a,1,NA,NA,native
Festuca valesiaca,UAS04,SE,0.01,p/a,1,NA,NA,native
Festuca valesiaca,UAS04,SE,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS04,SE,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS04,SE,10,cover,25,NA,NA,native
Festuca valesiaca,UAS04,x,100,cover,27.5,NA,NA,native
Festuca valesiaca,UAS05,NW,10,cover,0.5,NA,NA,native
Festuca valesiaca,UAS05,SE,10,cover,0.5,NA,NA,native
Festuca valesiaca,UAS05,x,100,cover,0.5,NA,NA,native
Festuca valesiaca,UAS06,NW,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS06,NW,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS06,NW,10,cover,15,NA,NA,native
Festuca valesiaca,UAS06,SE,0.01,p/a,1,NA,NA,native
Festuca valesiaca,UAS06,SE,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS06,SE,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS06,SE,10,cover,23,NA,NA,native
Festuca valesiaca,UAS06,x,100,cover,19,NA,NA,native
Festuca valesiaca,UAS09,NW,1e-4,p/a,1,NA,NA,native
Festuca valesiaca,UAS09,NW,0.001,p/a,1,NA,NA,native
Festuca valesiaca,UAS09,NW,0.01,p/a,1,NA,NA,native
Festuca valesiaca,UAS09,NW,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS09,NW,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS09,NW,10,cover,53,NA,NA,native
Festuca valesiaca,UAS09,SE,0.001,p/a,1,NA,NA,native
Festuca valesiaca,UAS09,SE,0.01,p/a,1,NA,NA,native
Festuca valesiaca,UAS09,SE,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS09,SE,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS09,SE,10,cover,22,NA,NA,native
Festuca valesiaca,UAS09,x,100,cover,37.5,NA,NA,native
Festuca valesiaca,UAS10,NW,1e-4,p/a,1,NA,NA,native
Festuca valesiaca,UAS10,NW,0.001,p/a,1,NA,NA,native
Festuca valesiaca,UAS10,NW,0.01,p/a,1,NA,NA,native
Festuca valesiaca,UAS10,NW,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS10,NW,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS10,NW,10,cover,26,NA,NA,native
Festuca valesiaca,UAS10,SE,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS10,SE,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS10,SE,10,cover,20,NA,NA,native
Festuca valesiaca,UAS10,x,100,cover,23,NA,NA,native
Festuca valesiaca,UAS12,NW,0.01,p/a,1,NA,NA,native
Festuca valesiaca,UAS12,NW,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS12,NW,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS12,NW,10,cover,40,NA,NA,native
Festuca valesiaca,UAS12,SE,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS12,SE,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS12,SE,10,cover,27,NA,NA,native
Festuca valesiaca,UAS12,x,100,cover,33.5,NA,NA,native
Festuca valesiaca,UAS13,NW,1e-4,p/a,1,NA,NA,native
Festuca valesiaca,UAS13,NW,0.001,p/a,1,NA,NA,native
Festuca valesiaca,UAS13,NW,0.01,p/a,1,NA,NA,native
Festuca valesiaca,UAS13,NW,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS13,NW,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS13,NW,10,cover,22,NA,NA,native
Festuca valesiaca,UAS13,SE,0.001,p/a,1,NA,NA,native
Festuca valesiaca,UAS13,SE,0.01,p/a,1,NA,NA,native
Festuca valesiaca,UAS13,SE,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS13,SE,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS13,SE,10,cover,25,NA,NA,native
Festuca valesiaca,UAS13,x,100,cover,23.5,NA,NA,native
Festuca valesiaca,UAS14,NW,1e-4,p/a,1,NA,NA,native
Festuca valesiaca,UAS14,NW,0.001,p/a,1,NA,NA,native
Festuca valesiaca,UAS14,NW,0.01,p/a,1,NA,NA,native
Festuca valesiaca,UAS14,NW,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS14,NW,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS14,NW,10,cover,25,NA,NA,native
Festuca valesiaca,UAS14,SE,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS14,SE,10,cover,24,NA,NA,native
Festuca valesiaca,UAS14,x,100,cover,24.5,NA,NA,native
Festuca valesiaca,UAS17,NW,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS17,NW,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS17,NW,10,cover,1,NA,NA,native
Festuca valesiaca,UAS17,SE,0.01,p/a,1,NA,NA,native
Festuca valesiaca,UAS17,SE,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS17,SE,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS17,SE,10,cover,5,NA,NA,native
Festuca valesiaca,UAS17,x,100,cover,3,NA,NA,native
Festuca valesiaca,UAS18,NE,0.001,p/a,1,NA,NA,native
Festuca valesiaca,UAS18,NE,0.01,p/a,1,NA,NA,native
Festuca valesiaca,UAS18,NE,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS18,NE,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS18,NE,10,cover,17,NA,NA,native
Festuca valesiaca,UAS18,SW,1e-4,p/a,1,NA,NA,native
Festuca valesiaca,UAS18,SW,0.001,p/a,1,NA,NA,native
Festuca valesiaca,UAS18,SW,0.01,p/a,1,NA,NA,native
Festuca valesiaca,UAS18,SW,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS18,SW,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS18,SW,10,cover,20,NA,NA,native
Festuca valesiaca,UAS18,x,100,cover,18.5,NA,NA,native
Festuca valesiaca,UAS19,NW,0.001,p/a,1,NA,NA,native
Festuca valesiaca,UAS19,NW,0.01,p/a,1,NA,NA,native
Festuca valesiaca,UAS19,NW,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS19,NW,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS19,NW,10,cover,30,NA,NA,native
Festuca valesiaca,UAS19,SE,0.001,p/a,1,NA,NA,native
Festuca valesiaca,UAS19,SE,0.01,p/a,1,NA,NA,native
Festuca valesiaca,UAS19,SE,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS19,SE,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS19,SE,10,cover,45,NA,NA,native
Festuca valesiaca,UAS19,x,100,cover,37.5,NA,NA,native
Festuca valesiaca,UAS20,NW,0.001,p/a,1,NA,NA,native
Festuca valesiaca,UAS20,NW,0.01,p/a,1,NA,NA,native
Festuca valesiaca,UAS20,NW,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS20,NW,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS20,NW,10,cover,20,NA,NA,native
Festuca valesiaca,UAS20,SE,1e-4,p/a,1,NA,NA,native
Festuca valesiaca,UAS20,SE,0.001,p/a,1,NA,NA,native
Festuca valesiaca,UAS20,SE,0.01,p/a,1,NA,NA,native
Festuca valesiaca,UAS20,SE,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS20,SE,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS20,SE,10,cover,10,NA,NA,native
Festuca valesiaca,UAS20,x,100,cover,15,NA,NA,native
Festuca valesiaca,UAS21,NW,0.01,p/a,1,NA,NA,native
Festuca valesiaca,UAS21,NW,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS21,NW,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS21,NW,10,cover,18,NA,NA,native
Festuca valesiaca,UAS21,SE,1e-4,p/a,1,NA,NA,native
Festuca valesiaca,UAS21,SE,0.001,p/a,1,NA,NA,native
Festuca valesiaca,UAS21,SE,0.01,p/a,1,NA,NA,native
Festuca valesiaca,UAS21,SE,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS21,SE,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS21,SE,10,cover,8,NA,NA,native
Festuca valesiaca,UAS21,x,100,cover,13,NA,NA,native
Festuca valesiaca,UAS24,x,100,cover,0.01,NA,NA,native
Festuca valesiaca,UAS25,NW,0.01,p/a,1,NA,NA,native
Festuca valesiaca,UAS25,NW,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS25,NW,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS25,NW,10,cover,60,NA,NA,native
Festuca valesiaca,UAS25,SE,1e-4,p/a,1,NA,NA,native
Festuca valesiaca,UAS25,SE,0.001,p/a,1,NA,NA,native
Festuca valesiaca,UAS25,SE,0.01,p/a,1,NA,NA,native
Festuca valesiaca,UAS25,SE,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS25,SE,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS25,SE,10,cover,15,NA,NA,native
Festuca valesiaca,UAS25,x,100,cover,37.5,NA,NA,native
Festuca valesiaca,UAS30,NW,1e-4,p/a,1,NA,NA,native
Festuca valesiaca,UAS30,NW,0.001,p/a,1,NA,NA,native
Festuca valesiaca,UAS30,NW,0.01,p/a,1,NA,NA,native
Festuca valesiaca,UAS30,NW,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS30,NW,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS30,NW,10,cover,50,NA,NA,native
Festuca valesiaca,UAS30,SE,1e-4,p/a,1,NA,NA,native
Festuca valesiaca,UAS30,SE,0.001,p/a,1,NA,NA,native
Festuca valesiaca,UAS30,SE,0.01,p/a,1,NA,NA,native
Festuca valesiaca,UAS30,SE,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS30,SE,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS30,SE,10,cover,35,NA,NA,native
Festuca valesiaca,UAS30,x,100,cover,42.5,NA,NA,native
Festuca valesiaca,UAS31,NW,1e-4,p/a,1,NA,NA,native
Festuca valesiaca,UAS31,NW,0.001,p/a,1,NA,NA,native
Festuca valesiaca,UAS31,NW,0.01,p/a,1,NA,NA,native
Festuca valesiaca,UAS31,NW,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS31,NW,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS31,NW,10,cover,22,NA,NA,native
Festuca valesiaca,UAS31,SE,1e-4,p/a,1,NA,NA,native
Festuca valesiaca,UAS31,SE,0.001,p/a,1,NA,NA,native
Festuca valesiaca,UAS31,SE,0.01,p/a,1,NA,NA,native
Festuca valesiaca,UAS31,SE,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS31,SE,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS31,SE,10,cover,38,NA,NA,native
Festuca valesiaca,UAS31,x,100,cover,30,NA,NA,native
Festuca valesiaca,UAS41,NW,1e-4,p/a,1,NA,NA,native
Festuca valesiaca,UAS41,NW,0.001,p/a,1,NA,NA,native
Festuca valesiaca,UAS41,NW,0.01,p/a,1,NA,NA,native
Festuca valesiaca,UAS41,NW,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS41,NW,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS41,NW,10,cover,15,NA,NA,native
Festuca valesiaca,UAS41,SE,0.01,p/a,1,NA,NA,native
Festuca valesiaca,UAS41,SE,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS41,SE,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS41,SE,10,cover,20,NA,NA,native
Festuca valesiaca,UAS41,x,100,cover,17.5,NA,NA,native
Festuca valesiaca,UAS44,NW,1e-4,p/a,1,NA,NA,native
Festuca valesiaca,UAS44,NW,0.001,p/a,1,NA,NA,native
Festuca valesiaca,UAS44,NW,0.01,p/a,1,NA,NA,native
Festuca valesiaca,UAS44,NW,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS44,NW,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS44,NW,10,cover,2,NA,NA,native
Festuca valesiaca,UAS44,x,100,cover,1,NA,NA,native
Festuca valesiaca,UAS45,NW,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS45,NW,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS45,NW,10,cover,10,NA,NA,native
Festuca valesiaca,UAS45,x,100,cover,5,NA,NA,native
Festuca valesiaca,UAS48,NW,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS48,NW,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS48,NW,10,cover,20,NA,NA,native
Festuca valesiaca,UAS48,x,100,cover,10,NA,NA,native
Festuca valesiaca,UAS51,NW,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS51,NW,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS51,NW,10,cover,20,NA,NA,native
Festuca valesiaca,UAS51,SE,10,cover,2,NA,NA,native
Festuca valesiaca,UAS51,x,100,cover,11,NA,NA,native
Festuca valesiaca,UAS55,NW,0.001,p/a,1,NA,NA,native
Festuca valesiaca,UAS55,NW,0.01,p/a,1,NA,NA,native
Festuca valesiaca,UAS55,NW,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS55,NW,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS55,NW,10,cover,7,NA,NA,native
Festuca valesiaca,UAS55,SE,1e-4,p/a,1,NA,NA,native
Festuca valesiaca,UAS55,SE,0.001,p/a,1,NA,NA,native
Festuca valesiaca,UAS55,SE,0.01,p/a,1,NA,NA,native
Festuca valesiaca,UAS55,SE,0.1,p/a,1,NA,NA,native
Festuca valesiaca,UAS55,SE,1,p/a,1,NA,NA,native
Festuca valesiaca,UAS55,SE,10,cover,40,NA,NA,native
Festuca valesiaca,UAS55,x,100,cover,23.5,NA,NA,native
Ficaria verna,UAS21,NW,10,cover,0.001,NA,NA,native
Ficaria verna,UAS21,SE,10,cover,0.01,NA,NA,native
Ficaria verna,UAS21,x,100,cover,0.0055,NA,NA,native
Filago arvensis,UAS01,SE,10,cover,0.01,NA,NA,native
Filago arvensis,UAS01,x,100,cover,0.005,NA,NA,native
Filago arvensis,UAS02,NW,1,p/a,1,NA,NA,native
Filago arvensis,UAS02,NW,10,cover,0.001,NA,NA,native
Filago arvensis,UAS02,x,100,cover,5e-4,NA,NA,native
Filago arvensis,UAS13,NW,1,p/a,1,NA,NA,native
Filago arvensis,UAS13,NW,10,cover,0.001,NA,NA,native
Filago arvensis,UAS13,x,100,cover,5e-4,NA,NA,native
Filago arvensis,UAS15,N,10,cover,0.001,NA,NA,native
Filago arvensis,UAS15,x,100,cover,5e-4,NA,NA,native
Filago arvensis,UAS17,SE,0.01,p/a,1,NA,NA,native
Filago arvensis,UAS17,SE,0.1,p/a,1,NA,NA,native
Filago arvensis,UAS17,SE,1,p/a,1,NA,NA,native
Filago arvensis,UAS17,SE,10,cover,0.1,NA,NA,native
Filago arvensis,UAS17,x,100,cover,0.05,NA,NA,native
Filago arvensis,UAS40,NW,1,p/a,1,NA,NA,native
Filago arvensis,UAS40,NW,10,cover,0.1,NA,NA,native
Filago arvensis,UAS40,x,100,cover,0.05,NA,NA,native
Filago arvensis,UAS45,NW,10,cover,0.1,NA,NA,native
Filago arvensis,UAS45,x,100,cover,0.05,NA,NA,native
Filago arvensis,UAS46,NW,10,cover,0.001,NA,NA,native
Filago arvensis,UAS46,x,100,cover,5e-4,NA,NA,native
Filago arvensis,UAS48,NW,10,cover,0.01,NA,NA,native
