dataset,layer,group,species,series,subplot,scale,response,value
6,H,VP,Chondrilla juncea,UAS44,SE,10,cover,0.1
6,H,VP,Chondrilla juncea,UAS44,x,100,cover,0.05
6,H,VP,Chondrilla juncea,UAS45,SE,10,cover,0.001
6,H,VP,Chondrilla juncea,UAS45,x,100,cover,5e-4
6,H,VP,Chondrilla juncea,UAS47,NW,10,cover,0.05
6,H,VP,Chondrilla juncea,UAS47,SE,10,cover,0.2
6,H,VP,Chondrilla juncea,UAS47,x,100,cover,0.125
6,H,VP,Chondrilla juncea,UAS48,NW,10,cover,1
6,H,VP,Chondrilla juncea,UAS48,x,100,cover,0.5
6,H,VP,Chondrilla juncea,UAS49,NW,10,cover,1
6,H,VP,Chondrilla juncea,UAS49,SE,1,p/a,1
6,H,VP,Chondrilla juncea,UAS49,SE,10,cover,0.05
6,H,VP,Chondrilla juncea,UAS49,x,100,cover,0.525
6,H,VP,Chondrilla latifolia,UAS39,x,100,cover,0.5
6,H,VP,Cichorium intybus,UAS41,x,100,cover,0.1
6,H,VP,Cirsium alatum,UAS38,SE,10,cover,2
6,H,VP,Cirsium alatum,UAS38,x,100,cover,1
6,H,VP,Cleistogenes serotina subsp. bulgarica,UAS51,NW,0.0001,p/a,1
6,H,VP,Cleistogenes serotina subsp. bulgarica,UAS51,NW,0.001,p/a,1
6,H,VP,Cleistogenes serotina subsp. bulgarica,UAS51,NW,0.01,p/a,1
6,H,VP,Cleistogenes serotina subsp. bulgarica,UAS51,NW,0.1,p/a,1
6,H,VP,Cleistogenes serotina subsp. bulgarica,UAS51,NW,1,p/a,1
6,H,VP,Cleistogenes serotina subsp. bulgarica,UAS51,NW,10,cover,3
6,H,VP,Cleistogenes serotina subsp. bulgarica,UAS51,SE,1,p/a,1
6,H,VP,Cleistogenes serotina subsp. bulgarica,UAS51,SE,10,cover,0.1
6,H,VP,Cleistogenes serotina subsp. bulgarica,UAS51,x,100,cover,1.55
6,H,VP,Conium maculatum,UAS04,NW,10,cover,0.05
6,H,VP,Conium maculatum,UAS04,x,100,cover,0.025
6,H,VP,Consolida regalis,UAS02,SE,10,cover,0.01
6,H,VP,Consolida regalis,UAS02,x,100,cover,0.005
6,H,VP,Consolida regalis,UAS04,SE,10,cover,0.01
6,H,VP,Consolida regalis,UAS04,x,100,cover,0.005
6,H,VP,Consolida regalis,UAS06,SE,0.1,p/a,1
6,H,VP,Consolida regalis,UAS06,SE,1,p/a,1
6,H,VP,Consolida regalis,UAS06,SE,10,cover,0.01
6,H,VP,Consolida regalis,UAS06,x,100,cover,0.005
6,H,VP,Consolida regalis,UAS09,NW,1,p/a,1
6,H,VP,Consolida regalis,UAS09,NW,10,cover,0.01
6,H,VP,Consolida regalis,UAS09,x,100,cover,0.005
6,H,VP,Consolida regalis,UAS19,x,100,cover,0.01
6,H,VP,Consolida regalis,UAS32,NW,10,cover,0.001
6,H,VP,Consolida regalis,UAS32,x,100,cover,5e-4
6,H,VP,Consolida regalis,UAS44,NW,10,cover,0.2
6,H,VP,Consolida regalis,UAS44,SE,0.001,p/a,1
6,H,VP,Consolida regalis,UAS44,SE,0.01,p/a,1
6,H,VP,Consolida regalis,UAS44,SE,0.1,p/a,1
6,H,VP,Consolida regalis,UAS44,SE,1,p/a,1
6,H,VP,Consolida regalis,UAS44,SE,10,cover,0.1
6,H,VP,Consolida regalis,UAS44,x,100,cover,0.15
6,H,VP,Consolida regalis,UAS55,x,100,cover,0.01
6,H,VP,Convolvulus lineatus,UAS05,SE,0.01,p/a,1
6,H,VP,Convolvulus lineatus,UAS05,SE,0.1,p/a,1
6,H,VP,Convolvulus lineatus,UAS05,SE,1,p/a,1
6,H,VP,Convolvulus lineatus,UAS05,SE,10,cover,0.1
6,H,VP,Convolvulus lineatus,UAS05,x,100,cover,0.05
6,H,VP,Convolvulus lineatus,UAS09,NW,0.01,p/a,1
6,H,VP,Convolvulus lineatus,UAS09,NW,0.1,p/a,1
6,H,VP,Convolvulus lineatus,UAS09,NW,1,p/a,1
6,H,VP,Convolvulus lineatus,UAS09,NW,10,cover,3
6,H,VP,Convolvulus lineatus,UAS09,x,100,cover,1.5
6,H,VP,Convolvulus lineatus,UAS11,NE,10,cover,0.1
6,H,VP,Convolvulus lineatus,UAS11,x,100,cover,0.05
6,H,VP,Convolvulus lineatus,UAS41,NW,1,p/a,1
6,H,VP,Convolvulus lineatus,UAS41,NW,10,cover,0.5
6,H,VP,Convolvulus lineatus,UAS41,SE,10,cover,0.1
6,H,VP,Convolvulus lineatus,UAS41,x,100,cover,0.3
6,H,VP,Convolvulus lineatus,UAS51,x,100,cover,0.001
6,H,VP,Corynephorus canescens,UAS42,NW,0.01,p/a,1
6,H,VP,Corynephorus canescens,UAS42,NW,0.1,p/a,1
6,H,VP,Corynephorus canescens,UAS42,NW,1,p/a,1
6,H,VP,Corynephorus canescens,UAS42,NW,10,cover,7
6,H,VP,Corynephorus canescens,UAS42,SE,0.0001,p/a,1
6,H,VP,Corynephorus canescens,UAS42,SE,0.001,p/a,1
6,H,VP,Corynephorus canescens,UAS42,SE,0.01,p/a,1
6,H,VP,Corynephorus canescens,UAS42,SE,0.1,p/a,1
6,H,VP,Corynephorus canescens,UAS42,SE,1,p/a,1
6,H,VP,Corynephorus canescens,UAS42,SE,10,cover,13
6,H,VP,Corynephorus canescens,UAS42,x,100,cover,10
6,H,VP,Corynephorus canescens,UAS46,SE,10,cover,0.2
6,H,VP,Corynephorus canescens,UAS46,x,100,cover,0.1
6,H,VP,Corynephorus canescens,UAS49,NW,0.1,p/a,1
6,H,VP,Corynephorus canescens,UAS49,NW,1,p/a,1
6,H,VP,Corynephorus canescens,UAS49,NW,10,cover,7
6,H,VP,Corynephorus canescens,UAS49,SE,0.0001,p/a,1
6,H,VP,Corynephorus canescens,UAS49,SE,0.001,p/a,1
6,H,VP,Corynephorus canescens,UAS49,SE,0.01,p/a,1
6,H,VP,Corynephorus canescens,UAS49,SE,0.1,p/a,1
6,H,VP,Corynephorus canescens,UAS49,SE,1,p/a,1
6,H,VP,Corynephorus canescens,UAS49,SE,10,cover,5
6,H,VP,Corynephorus canescens,UAS49,x,100,cover,6
6,H,VP,Crambe maritima,UAS22,SE,10,cover,0.01
6,H,VP,Crambe maritima,UAS22,x,100,cover,0.005
6,H,VP,Crambe maritima,UAS37,x,100,cover,0.1
6,H,VP,Crataegus monogyna,UAS51,x,100,cover,0.01
6,H,VP,Crataegus species,UAS50,NW,10,cover,0.01
6,H,VP,Crataegus species,UAS50,SE,1,p/a,1
6,H,VP,Crataegus species,UAS50,SE,10,cover,0.02
6,H,VP,Crataegus species,UAS50,x,100,cover,0.015
6,H,VP,Crepis foetida subsp. rhoeadifolia,UAS13,SE,0.1,p/a,1
6,H,VP,Crepis foetida subsp. rhoeadifolia,UAS13,SE,1,p/a,1
6,H,VP,Crepis foetida subsp. rhoeadifolia,UAS13,SE,10,cover,0.001
6,H,VP,Crepis foetida subsp. rhoeadifolia,UAS13,x,100,cover,5e-4
6,H,VP,Crepis foetida subsp. rhoeadifolia,UAS26,NW,10,cover,0.05
6,H,VP,Crepis foetida subsp. rhoeadifolia,UAS26,SE,10,cover,0.1
6,H,VP,Crepis foetida subsp. rhoeadifolia,UAS26,x,100,cover,0.075
6,H,VP,Crepis foetida subsp. rhoeadifolia,UAS32,x,100,cover,0.05
6,H,VP,Crepis foetida subsp. rhoeadifolia,UAS40,x,100,cover,0.1
6,H,VP,Crepis foetida subsp. rhoeadifolia,UAS47,SE,10,cover,0.1
6,H,VP,Crepis foetida subsp. rhoeadifolia,UAS47,x,100,cover,0.05
6,H,VP,Crepis pulchra,UAS13,NW,10,cover,0.01
6,H,VP,Crepis pulchra,UAS13,x,100,cover,0.005
6,H,VP,Crepis pulchra,UAS31,NW,10,cover,0.01
6,H,VP,Crepis pulchra,UAS31,x,100,cover,0.005
6,H,VP,Crepis pulchra,UAS55,NW,10,cover,0.001
6,H,VP,Crepis pulchra,UAS55,x,100,cover,5e-4
6,H,VP,Crepis ramosissima,UAS01,NW,1,p/a,1
6,H,VP,Crepis ramosissima,UAS01,NW,10,cover,3
6,H,VP,Crepis ramosissima,UAS01,SE,0.01,p/a,1
6,H,VP,Crepis ramosissima,UAS01,SE,0.1,p/a,1
6,H,VP,Crepis ramosissima,UAS01,SE,1,p/a,1
6,H,VP,Crepis ramosissima,UAS01,SE,10,cover,3
6,H,VP,Crepis ramosissima,UAS01,x,100,cover,3
6,H,VP,Crepis ramosissima,UAS03,SE,1,p/a,1
6,H,VP,Crepis ramosissima,UAS03,SE,10,cover,0.5
6,H,VP,Crepis ramosissima,UAS03,x,100,cover,0.25
6,H,VP,Crepis ramosissima,UAS04,NW,10,cover,0.01
6,H,VP,Crepis ramosissima,UAS04,SE,10,cover,0.01
6,H,VP,Crepis ramosissima,UAS04,x,100,cover,0.01
6,H,VP,Crepis ramosissima,UAS12,NW,0.1,p/a,1
6,H,VP,Crepis ramosissima,UAS12,NW,1,p/a,1
6,H,VP,Crepis ramosissima,UAS12,NW,10,cover,0.01
6,H,VP,Crepis ramosissima,UAS12,SE,10,cover,0.01
6,H,VP,Crepis ramosissima,UAS12,x,100,cover,0.01
6,H,VP,Crepis ramosissima,UAS13,NW,0.1,p/a,1
6,H,VP,Crepis ramosissima,UAS13,NW,1,p/a,1
6,H,VP,Crepis ramosissima,UAS13,NW,10,cover,0.2
6,H,VP,Crepis ramosissima,UAS13,x,100,cover,0.1
6,H,VP,Crepis ramosissima,UAS15,N,10,cover,0.01
6,H,VP,Crepis ramosissima,UAS15,x,100,cover,0.005
6,H,VP,Crepis ramosissima,UAS17,NW,10,cover,0.1
6,H,VP,Crepis ramosissima,UAS17,SE,0.01,p/a,1
6,H,VP,Crepis ramosissima,UAS17,SE,0.1,p/a,1
6,H,VP,Crepis ramosissima,UAS17,SE,1,p/a,1
6,H,VP,Crepis ramosissima,UAS17,SE,10,cover,0.1
6,H,VP,Crepis ramosissima,UAS17,x,100,cover,0.1
6,H,VP,Crepis ramosissima,UAS19,NW,10,cover,0.01
6,H,VP,Crepis ramosissima,UAS19,x,100,cover,0.005
6,H,VP,Crepis ramosissima,UAS20,NW,10,cover,1
6,H,VP,Crepis ramosissima,UAS20,SE,10,cover,0.2
6,H,VP,Crepis ramosissima,UAS20,x,100,cover,0.6
6,H,VP,Crepis ramosissima,UAS21,NW,10,cover,0.01
6,H,VP,Crepis ramosissima,UAS21,SE,10,cover,0.001
6,H,VP,Crepis ramosissima,UAS21,x,100,cover,0.0055
6,H,VP,Crepis ramosissima,UAS23,NW,1,p/a,1
6,H,VP,Crepis ramosissima,UAS23,NW,10,cover,0.3
6,H,VP,Crepis ramosissima,UAS23,SE,0.1,p/a,1
6,H,VP,Crepis ramosissima,UAS23,SE,1,p/a,1
6,H,VP,Crepis ramosissima,UAS23,SE,10,cover,0.2
6,H,VP,Crepis ramosissima,UAS23,x,100,cover,0.25
6,H,VP,Crepis ramosissima,UAS24,NW,1,p/a,1
6,H,VP,Crepis ramosissima,UAS24,NW,10,cover,1
6,H,VP,Crepis ramosissima,UAS24,SE,1,p/a,1
6,H,VP,Crepis ramosissima,UAS24,SE,10,cover,0.1
6,H,VP,Crepis ramosissima,UAS24,x,100,cover,0.55
6,H,VP,Crepis ramosissima,UAS25,NW,1,p/a,1
6,H,VP,Crepis ramosissima,UAS25,NW,10,cover,0.1
6,H,VP,Crepis ramosissima,UAS25,SE,1,p/a,1
6,H,VP,Crepis ramosissima,UAS25,SE,10,cover,0.15
6,H,VP,Crepis ramosissima,UAS25,x,100,cover,0.125
6,H,VP,Crepis ramosissima,UAS26,NW,10,cover,0.05
6,H,VP,Crepis ramosissima,UAS26,x,100,cover,0.025
6,H,VP,Crepis ramosissima,UAS28,NW,0.001,p/a,1
6,H,VP,Crepis ramosissima,UAS28,NW,0.01,p/a,1
6,H,VP,Crepis ramosissima,UAS28,NW,0.1,p/a,1
6,H,VP,Crepis ramosissima,UAS28,NW,1,p/a,1
6,H,VP,Crepis ramosissima,UAS28,NW,10,cover,0.001
6,H,VP,Crepis ramosissima,UAS28,SE,1,p/a,1
6,H,VP,Crepis ramosissima,UAS28,SE,10,cover,0.1
6,H,VP,Crepis ramosissima,UAS28,x,100,cover,0.0505
6,H,VP,Crepis ramosissima,UAS30,SE,1,p/a,1
6,H,VP,Crepis ramosissima,UAS30,SE,10,cover,0.01
6,H,VP,Crepis ramosissima,UAS30,x,100,cover,0.005
6,H,VP,Crepis ramosissima,UAS33,NW,0.1,p/a,1
6,H,VP,Crepis ramosissima,UAS33,NW,1,p/a,1
6,H,VP,Crepis ramosissima,UAS33,NW,10,cover,0.1
6,H,VP,Crepis ramosissima,UAS33,SE,1,p/a,1
6,H,VP,Crepis ramosissima,UAS33,SE,10,cover,0.01
6,H,VP,Crepis ramosissima,UAS33,x,100,cover,0.055
6,H,VP,Crepis ramosissima,UAS35,NW,0.1,p/a,1
6,H,VP,Crepis ramosissima,UAS35,NW,1,p/a,1
6,H,VP,Crepis ramosissima,UAS35,NW,10,cover,0.5
6,H,VP,Crepis ramosissima,UAS35,SE,10,cover,1
6,H,VP,Crepis ramosissima,UAS35,x,100,cover,0.75
6,H,VP,Crepis ramosissima,UAS36,NW,10,cover,0.1
6,H,VP,Crepis ramosissima,UAS36,x,100,cover,0.05
6,H,VP,Crepis ramosissima,UAS40,NW,0.1,p/a,1
6,H,VP,Crepis ramosissima,UAS40,NW,1,p/a,1
6,H,VP,Crepis ramosissima,UAS40,NW,10,cover,0.1
6,H,VP,Crepis ramosissima,UAS40,SE,10,cover,0.6
6,H,VP,Crepis ramosissima,UAS40,x,100,cover,0.35
6,H,VP,Crepis ramosissima,UAS41,NW,0.1,p/a,1
6,H,VP,Crepis ramosissima,UAS41,NW,1,p/a,1
6,H,VP,Crepis ramosissima,UAS41,NW,10,cover,0.2
6,H,VP,Crepis ramosissima,UAS41,SE,0.001,p/a,1
6,H,VP,Crepis ramosissima,UAS41,SE,0.01,p/a,1
6,H,VP,Crepis ramosissima,UAS41,SE,0.1,p/a,1
6,H,VP,Crepis ramosissima,UAS41,SE,1,p/a,1
6,H,VP,Crepis ramosissima,UAS41,SE,10,cover,0.5
6,H,VP,Crepis ramosissima,UAS41,x,100,cover,0.35
6,H,VP,Crepis ramosissima,UAS43,NW,1,p/a,1
6,H,VP,Crepis ramosissima,UAS43,NW,10,cover,1
6,H,VP,Crepis ramosissima,UAS43,SE,0.1,p/a,1
6,H,VP,Crepis ramosissima,UAS43,SE,1,p/a,1
6,H,VP,Crepis ramosissima,UAS43,SE,10,cover,0.5
6,H,VP,Crepis ramosissima,UAS43,x,100,cover,0.75
6,H,VP,Crepis ramosissima,UAS44,NW,10,cover,0.001
6,H,VP,Crepis ramosissima,UAS44,x,100,cover,5e-4
6,H,VP,Crepis ramosissima,UAS46,NW,10,cover,0.001
6,H,VP,Crepis ramosissima,UAS46,x,100,cover,5e-4
6,H,VP,Crepis ramosissima,UAS47,SE,10,cover,0.5
6,H,VP,Crepis ramosissima,UAS47,x,100,cover,0.25
6,H,VP,Crepis ramosissima,UAS48,SE,10,cover,0.01
6,H,VP,Crepis ramosissima,UAS48,x,100,cover,0.005
6,H,VP,Crepis sancta subsp. nemausensis,UAS02,NW,1,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS02,NW,10,cover,0.1
6,H,VP,Crepis sancta subsp. nemausensis,UAS02,SE,1,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS02,SE,10,cover,0.1
6,H,VP,Crepis sancta subsp. nemausensis,UAS02,x,100,cover,0.1
6,H,VP,Crepis sancta subsp. nemausensis,UAS04,NW,0.01,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS04,NW,0.1,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS04,NW,1,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS04,NW,10,cover,3
6,H,VP,Crepis sancta subsp. nemausensis,UAS04,SE,0.1,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS04,SE,1,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS04,SE,10,cover,0.5
6,H,VP,Crepis sancta subsp. nemausensis,UAS04,x,100,cover,1.75
6,H,VP,Crepis sancta subsp. nemausensis,UAS05,NW,10,cover,0.02
6,H,VP,Crepis sancta subsp. nemausensis,UAS05,SE,1,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS05,SE,10,cover,0.3
6,H,VP,Crepis sancta subsp. nemausensis,UAS05,x,100,cover,0.16
6,H,VP,Crepis sancta subsp. nemausensis,UAS06,NW,0.01,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS06,NW,0.1,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS06,NW,1,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS06,NW,10,cover,0.5
6,H,VP,Crepis sancta subsp. nemausensis,UAS06,SE,0.01,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS06,SE,0.1,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS06,SE,1,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS06,SE,10,cover,0.001
6,H,VP,Crepis sancta subsp. nemausensis,UAS06,x,100,cover,0.2505
6,H,VP,Crepis sancta subsp. nemausensis,UAS09,NW,1,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS09,NW,10,cover,0.3
6,H,VP,Crepis sancta subsp. nemausensis,UAS09,SE,10,cover,0.1
6,H,VP,Crepis sancta subsp. nemausensis,UAS09,x,100,cover,0.2
6,H,VP,Crepis sancta subsp. nemausensis,UAS10,NW,1,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS10,NW,10,cover,0.01
6,H,VP,Crepis sancta subsp. nemausensis,UAS10,SE,10,cover,0.001
6,H,VP,Crepis sancta subsp. nemausensis,UAS10,x,100,cover,0.0055
6,H,VP,Crepis sancta subsp. nemausensis,UAS13,NW,0.0001,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS13,NW,0.001,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS13,NW,0.01,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS13,NW,0.1,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS13,NW,1,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS13,NW,10,cover,5
6,H,VP,Crepis sancta subsp. nemausensis,UAS13,SE,0.1,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS13,SE,1,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS13,SE,10,cover,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS13,x,100,cover,3
6,H,VP,Crepis sancta subsp. nemausensis,UAS14,SE,10,cover,0.001
6,H,VP,Crepis sancta subsp. nemausensis,UAS14,x,100,cover,5e-4
6,H,VP,Crepis sancta subsp. nemausensis,UAS18,NE,0.1,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS18,NE,1,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS18,NE,10,cover,0.01
6,H,VP,Crepis sancta subsp. nemausensis,UAS18,x,100,cover,0.005
6,H,VP,Crepis sancta subsp. nemausensis,UAS19,NW,0.01,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS19,NW,0.1,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS19,NW,1,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS19,NW,10,cover,0.01
6,H,VP,Crepis sancta subsp. nemausensis,UAS19,SE,0.1,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS19,SE,1,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS19,SE,10,cover,0.001
6,H,VP,Crepis sancta subsp. nemausensis,UAS19,x,100,cover,0.0055
6,H,VP,Crepis sancta subsp. nemausensis,UAS31,NW,0.1,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS31,NW,1,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS31,NW,10,cover,0.1
6,H,VP,Crepis sancta subsp. nemausensis,UAS31,SE,1,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS31,SE,10,cover,0.1
6,H,VP,Crepis sancta subsp. nemausensis,UAS31,x,100,cover,0.1
6,H,VP,Crepis sancta subsp. nemausensis,UAS35,SE,1,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS35,SE,10,cover,0.6
6,H,VP,Crepis sancta subsp. nemausensis,UAS35,x,100,cover,0.3
6,H,VP,Crepis sancta subsp. nemausensis,UAS51,NW,1,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS51,NW,10,cover,0.001
6,H,VP,Crepis sancta subsp. nemausensis,UAS51,x,100,cover,5e-4
6,H,VP,Crepis sancta subsp. nemausensis,UAS55,NW,0.1,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS55,NW,1,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS55,NW,10,cover,0.01
6,H,VP,Crepis sancta subsp. nemausensis,UAS55,SE,0.001,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS55,SE,0.01,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS55,SE,0.1,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS55,SE,1,p/a,1
6,H,VP,Crepis sancta subsp. nemausensis,UAS55,SE,10,cover,3
6,H,VP,Crepis sancta subsp. nemausensis,UAS55,x,100,cover,1.505
6,H,VP,Cruciata pedemontana,UAS04,NW,0.01,p/a,1
6,H,VP,Cruciata pedemontana,UAS04,NW,0.1,p/a,1
6,H,VP,Cruciata pedemontana,UAS04,NW,1,p/a,1
6,H,VP,Cruciata pedemontana,UAS04,NW,10,cover,0.5
6,H,VP,Cruciata pedemontana,UAS04,SE,0.001,p/a,1
6,H,VP,Cruciata pedemontana,UAS04,SE,0.01,p/a,1
6,H,VP,Cruciata pedemontana,UAS04,SE,0.1,p/a,1
6,H,VP,Cruciata pedemontana,UAS04,SE,1,p/a,1
6,H,VP,Cruciata pedemontana,UAS04,SE,10,cover,5
6,H,VP,Cruciata pedemontana,UAS04,x,100,cover,2.75
6,H,VP,Cruciata pedemontana,UAS06,NW,1,p/a,1
6,H,VP,Cruciata pedemontana,UAS06,NW,10,cover,0.2
6,H,VP,Cruciata pedemontana,UAS06,SE,0.1,p/a,1
6,H,VP,Cruciata pedemontana,UAS06,SE,1,p/a,1
6,H,VP,Cruciata pedemontana,UAS06,SE,10,cover,0.01
6,H,VP,Cruciata pedemontana,UAS06,x,100,cover,0.105
6,H,VP,Cruciata pedemontana,UAS09,SE,1,p/a,1
6,H,VP,Cruciata pedemontana,UAS09,SE,10,cover,0.2
6,H,VP,Cruciata pedemontana,UAS09,x,100,cover,0.1
6,H,VP,Cruciata pedemontana,UAS10,x,100,cover,0.1
6,H,VP,Cruciata pedemontana,UAS12,SE,10,cover,0.01
6,H,VP,Cruciata pedemontana,UAS12,x,100,cover,0.005
6,H,VP,Cruciata pedemontana,UAS13,NW,0.0001,p/a,1
6,H,VP,Cruciata pedemontana,UAS13,NW,0.001,p/a,1
6,H,VP,Cruciata pedemontana,UAS13,NW,0.01,p/a,1
6,H,VP,Cruciata pedemontana,UAS13,NW,0.1,p/a,1
6,H,VP,Cruciata pedemontana,UAS13,NW,1,p/a,1
6,H,VP,Cruciata pedemontana,UAS13,NW,10,cover,10
6,H,VP,Cruciata pedemontana,UAS13,SE,0.001,p/a,1
6,H,VP,Cruciata pedemontana,UAS13,SE,0.01,p/a,1
6,H,VP,Cruciata pedemontana,UAS13,SE,0.1,p/a,1
6,H,VP,Cruciata pedemontana,UAS13,SE,1,p/a,1
6,H,VP,Cruciata pedemontana,UAS13,SE,10,cover,0.5
6,H,VP,Cruciata pedemontana,UAS13,x,100,cover,5.25
6,H,VP,Cruciata pedemontana,UAS19,NW,0.01,p/a,1
6,H,VP,Cruciata pedemontana,UAS19,NW,0.1,p/a,1
6,H,VP,Cruciata pedemontana,UAS19,NW,1,p/a,1
6,H,VP,Cruciata pedemontana,UAS19,NW,10,cover,0.5
6,H,VP,Cruciata pedemontana,UAS19,SE,1,p/a,1
6,H,VP,Cruciata pedemontana,UAS19,SE,10,cover,0.2
6,H,VP,Cruciata pedemontana,UAS19,x,100,cover,0.35
6,H,VP,Cruciata pedemontana,UAS24,NW,0.0001,p/a,1
6,H,VP,Cruciata pedemontana,UAS24,NW,0.001,p/a,1
6,H,VP,Cruciata pedemontana,UAS24,NW,0.01,p/a,1
6,H,VP,Cruciata pedemontana,UAS24,NW,0.1,p/a,1
6,H,VP,Cruciata pedemontana,UAS24,NW,1,p/a,1
6,H,VP,Cruciata pedemontana,UAS24,NW,10,cover,5
6,H,VP,Cruciata pedemontana,UAS24,SE,0.1,p/a,1
6,H,VP,Cruciata pedemontana,UAS24,SE,1,p/a,1
6,H,VP,Cruciata pedemontana,UAS24,SE,10,cover,0.5
6,H,VP,Cruciata pedemontana,UAS24,x,100,cover,2.75
6,H,VP,Cruciata pedemontana,UAS25,NW,0.0001,p/a,1
6,H,VP,Cruciata pedemontana,UAS25,NW,0.001,p/a,1
6,H,VP,Cruciata pedemontana,UAS25,NW,0.01,p/a,1
6,H,VP,Cruciata pedemontana,UAS25,NW,0.1,p/a,1
6,H,VP,Cruciata pedemontana,UAS25,NW,1,p/a,1
6,H,VP,Cruciata pedemontana,UAS25,NW,10,cover,0.5
6,H,VP,Cruciata pedemontana,UAS25,SE,0.001,p/a,1
6,H,VP,Cruciata pedemontana,UAS25,SE,0.01,p/a,1
6,H,VP,Cruciata pedemontana,UAS25,SE,0.1,p/a,1
6,H,VP,Cruciata pedemontana,UAS25,SE,1,p/a,1
6,H,VP,Cruciata pedemontana,UAS25,SE,10,cover,0.2
6,H,VP,Cruciata pedemontana,UAS25,x,100,cover,0.35
6,H,VP,Cruciata pedemontana,UAS31,NW,1,p/a,1
6,H,VP,Cruciata pedemontana,UAS31,NW,10,cover,0.1
6,H,VP,Cruciata pedemontana,UAS31,SE,0.01,p/a,1
6,H,VP,Cruciata pedemontana,UAS31,SE,0.1,p/a,1
6,H,VP,Cruciata pedemontana,UAS31,SE,1,p/a,1
6,H,VP,Cruciata pedemontana,UAS31,SE,10,cover,0.1
6,H,VP,Cruciata pedemontana,UAS31,x,100,cover,0.1
6,H,VP,Cruciata pedemontana,UAS55,NW,1,p/a,1
6,H,VP,Cruciata pedemontana,UAS55,NW,10,cover,0.01
6,H,VP,Cruciata pedemontana,UAS55,SE,0.01,p/a,1
6,H,VP,Cruciata pedemontana,UAS55,SE,0.1,p/a,1
6,H,VP,Cruciata pedemontana,UAS55,SE,1,p/a,1
6,H,VP,Cruciata pedemontana,UAS55,SE,10,cover,3
6,H,VP,Cruciata pedemontana,UAS55,x,100,cover,1.505
6,H,VP,Cuscuta approximata,UAS51,x,100,cover,0.001
6,H,VP,Cynanchum acutum,UAS22,NW,1,p/a,1
6,H,VP,Cynanchum acutum,UAS22,NW,10,cover,0.5
6,H,VP,Cynanchum acutum,UAS22,x,100,cover,0.25
6,H,VP,Cynanchum acutum,UAS32,NW,1,p/a,1
6,H,VP,Cynanchum acutum,UAS32,NW,10,cover,0.5
6,H,VP,Cynanchum acutum,UAS32,x,100,cover,0.25
6,H,VP,Cynodon dactylon,UAS21,NW,0.0001,p/a,1
6,H,VP,Cynodon dactylon,UAS21,NW,0.001,p/a,1
6,H,VP,Cynodon dactylon,UAS21,NW,0.01,p/a,1
6,H,VP,Cynodon dactylon,UAS21,NW,0.1,p/a,1
6,H,VP,Cynodon dactylon,UAS21,NW,1,p/a,1
