series,species,subplot,scale,response,value,Disturbance.Frequency,Disturbance.Severity
UAS19,galium spurium,SE,0.1,p/a,1,1.27791,0.83293
UAS19,galium spurium,SE,1,p/a,1,1.27791,0.83293
UAS19,galium spurium,SE,10,cover,0.5,1.27791,0.83293
UAS19,galium spurium,x,100,cover,0.5,1.27791,0.83293
UAS20,galium spurium,NW,0.1,p/a,1,1.27791,0.83293
UAS20,galium spurium,NW,1,p/a,1,1.27791,0.83293
UAS20,galium spurium,NW,10,cover,0.5,1.27791,0.83293
UAS20,galium spurium,SE,10,cover,0.2,1.27791,0.83293
UAS20,galium spurium,x,100,cover,0.35,1.27791,0.83293
UAS21,galium spurium,NW,10,cover,0.1,1.27791,0.83293
UAS21,galium spurium,SE,0.1,p/a,1,1.27791,0.83293
UAS21,galium spurium,SE,1,p/a,1,1.27791,0.83293
UAS21,galium spurium,SE,10,cover,0.01,1.27791,0.83293
UAS21,galium spurium,x,100,cover,0.055,1.27791,0.83293
UAS23,galium spurium,SE,10,cover,0.01,1.27791,0.83293
UAS23,galium spurium,x,100,cover,0.005,1.27791,0.83293
UAS24,galium spurium,NW,10,cover,0.1,1.27791,0.83293
UAS24,galium spurium,x,100,cover,0.05,1.27791,0.83293
UAS31,galium spurium,NW,0.1,p/a,1,1.27791,0.83293
UAS31,galium spurium,NW,1,p/a,1,1.27791,0.83293
UAS31,galium spurium,NW,10,cover,1.5,1.27791,0.83293
UAS31,galium spurium,SE,0.01,p/a,1,1.27791,0.83293
UAS31,galium spurium,SE,0.1,p/a,1,1.27791,0.83293
UAS31,galium spurium,SE,1,p/a,1,1.27791,0.83293
UAS31,galium spurium,SE,10,cover,3,1.27791,0.83293
UAS31,galium spurium,x,100,cover,2.25,1.27791,0.83293
UAS32,galium spurium,NW,0.1,p/a,1,1.27791,0.83293
UAS32,galium spurium,NW,1,p/a,1,1.27791,0.83293
UAS32,galium spurium,NW,10,cover,0.2,1.27791,0.83293
UAS32,galium spurium,SE,0.001,p/a,1,1.27791,0.83293
UAS32,galium spurium,SE,0.01,p/a,1,1.27791,0.83293
UAS32,galium spurium,SE,0.1,p/a,1,1.27791,0.83293
UAS32,galium spurium,SE,1,p/a,1,1.27791,0.83293
UAS32,galium spurium,SE,10,cover,0.1,1.27791,0.83293
UAS32,galium spurium,x,100,cover,0.15,1.27791,0.83293
UAS34,galium spurium,x,100,cover,0.1,1.27791,0.83293
UAS38,galium spurium,x,100,cover,0.1,1.27791,0.83293
UAS51,galium spurium,NW,10,cover,0.1,1.27791,0.83293
UAS51,galium spurium,x,100,cover,0.05,1.27791,0.83293
UAS55,galium spurium,NW,1,p/a,1,1.27791,0.83293
UAS55,galium spurium,NW,10,cover,0.1,1.27791,0.83293
UAS55,galium spurium,SE,0.1,p/a,1,1.27791,0.83293
UAS55,galium spurium,SE,1,p/a,1,1.27791,0.83293
UAS55,galium spurium,SE,10,cover,5,1.27791,0.83293
UAS55,galium spurium,x,100,cover,2.55,1.27791,0.83293
UAS04,galium tenuissimum,SE,10,cover,0.01,1.11142,0.63711
UAS04,galium tenuissimum,x,100,cover,0.005,1.11142,0.63711
UAS12,galium tenuissimum,NW,0.01,p/a,1,1.11142,0.63711
UAS12,galium tenuissimum,NW,0.1,p/a,1,1.11142,0.63711
UAS12,galium tenuissimum,NW,1,p/a,1,1.11142,0.63711
UAS12,galium tenuissimum,NW,10,cover,3,1.11142,0.63711
UAS12,galium tenuissimum,SE,1,p/a,1,1.11142,0.63711
UAS12,galium tenuissimum,SE,10,cover,0.3,1.11142,0.63711
UAS12,galium tenuissimum,x,100,cover,1.65,1.11142,0.63711
UAS13,galium tenuissimum,NW,10,cover,0.01,1.11142,0.63711
UAS13,galium tenuissimum,SE,10,cover,0.01,1.11142,0.63711
UAS13,galium tenuissimum,x,100,cover,0.01,1.11142,0.63711
UAS17,galium tenuissimum,NW,0.01,p/a,1,1.11142,0.63711
UAS17,galium tenuissimum,NW,0.1,p/a,1,1.11142,0.63711
UAS17,galium tenuissimum,NW,1,p/a,1,1.11142,0.63711
UAS17,galium tenuissimum,NW,10,cover,0.2,1.11142,0.63711
UAS17,galium tenuissimum,SE,1,p/a,1,1.11142,0.63711
UAS17,galium tenuissimum,SE,10,cover,0.01,1.11142,0.63711
UAS17,galium tenuissimum,x,100,cover,0.105,1.11142,0.63711
UAS30,galium tenuissimum,SE,0.1,p/a,1,1.11142,0.63711
UAS30,galium tenuissimum,SE,1,p/a,1,1.11142,0.63711
UAS30,galium tenuissimum,SE,10,cover,0.3,1.11142,0.63711
UAS30,galium tenuissimum,x,100,cover,0.15,1.11142,0.63711
UAS31,galium tenuissimum,SE,10,cover,0.01,1.11142,0.63711
UAS31,galium tenuissimum,x,100,cover,0.005,1.11142,0.63711
UAS04,galium verum,NW,0.01,p/a,1,1.19593,0.50155
UAS04,galium verum,NW,0.1,p/a,1,1.19593,0.50155
UAS04,galium verum,NW,1,p/a,1,1.19593,0.50155
UAS04,galium verum,NW,10,cover,3,1.19593,0.50155
UAS04,galium verum,SE,1,p/a,1,1.19593,0.50155
UAS04,galium verum,SE,10,cover,3,1.19593,0.50155
UAS04,galium verum,x,100,cover,3,1.19593,0.50155
UAS32,galium verum,x,100,cover,0.5,1.19593,0.50155
UAS36,galium verum,NW,1,p/a,1,1.19593,0.50155
UAS36,galium verum,NW,10,cover,0.5,1.19593,0.50155
UAS36,galium verum,x,100,cover,0.25,1.19593,0.50155
UAS41,galium verum,SE,10,cover,0.4,1.19593,0.50155
UAS41,galium verum,x,100,cover,0.2,1.19593,0.50155
UAS44,galium verum,NW,0.1,p/a,1,1.19593,0.50155
UAS44,galium verum,NW,1,p/a,1,1.19593,0.50155
UAS44,galium verum,NW,10,cover,0.5,1.19593,0.50155
UAS44,galium verum,SE,0.1,p/a,1,1.19593,0.50155
UAS44,galium verum,SE,1,p/a,1,1.19593,0.50155
UAS44,galium verum,SE,10,cover,0.8,1.19593,0.50155
UAS44,galium verum,x,100,cover,0.65,1.19593,0.50155
UAS47,galium verum,NW,10,cover,0.02,1.19593,0.50155
UAS47,galium verum,x,100,cover,0.01,1.19593,0.50155
UAS48,galium verum,NW,0.1,p/a,1,1.19593,0.50155
UAS48,galium verum,NW,1,p/a,1,1.19593,0.50155
UAS48,galium verum,NW,10,cover,0.5,1.19593,0.50155
UAS48,galium verum,SE,0.01,p/a,1,1.19593,0.50155
UAS48,galium verum,SE,0.1,p/a,1,1.19593,0.50155
UAS48,galium verum,SE,1,p/a,1,1.19593,0.50155
UAS48,galium verum,SE,10,cover,3,1.19593,0.50155
UAS48,galium verum,x,100,cover,1.75,1.19593,0.50155
UAS50,genista scythica,NW,1e-4,p/a,1,2.21179,0.43231
UAS50,genista scythica,NW,0.001,p/a,1,2.21179,0.43231
UAS50,genista scythica,NW,0.01,p/a,1,2.21179,0.43231
UAS50,genista scythica,NW,0.1,p/a,1,2.21179,0.43231
UAS50,genista scythica,NW,1,p/a,1,2.21179,0.43231
UAS50,genista scythica,NW,10,cover,5,2.21179,0.43231
UAS50,genista scythica,SE,10,cover,0.3,2.21179,0.43231
UAS50,genista scythica,x,100,cover,2.65,2.21179,0.43231
UAS41,geranium collinum,NW,10,cover,0.2,1.35478,0.56579
UAS41,geranium collinum,x,100,cover,0.1,1.35478,0.56579
UAS02,geranium pusillum,NW,1,p/a,1,1.64404,0.7907
UAS02,geranium pusillum,NW,10,cover,0.001,1.64404,0.7907
UAS02,geranium pusillum,x,100,cover,5e-4,1.64404,0.7907
UAS04,geranium pusillum,NW,0.01,p/a,1,1.64404,0.7907
UAS04,geranium pusillum,NW,0.1,p/a,1,1.64404,0.7907
UAS04,geranium pusillum,NW,1,p/a,1,1.64404,0.7907
UAS04,geranium pusillum,NW,10,cover,2,1.64404,0.7907
UAS04,geranium pusillum,SE,0.01,p/a,1,1.64404,0.7907
UAS04,geranium pusillum,SE,0.1,p/a,1,1.64404,0.7907
UAS04,geranium pusillum,SE,1,p/a,1,1.64404,0.7907
UAS04,geranium pusillum,SE,10,cover,1,1.64404,0.7907
UAS04,geranium pusillum,x,100,cover,1.5,1.64404,0.7907
UAS12,geranium pusillum,SE,1,p/a,1,1.64404,0.7907
UAS12,geranium pusillum,SE,10,cover,0.1,1.64404,0.7907
UAS12,geranium pusillum,x,100,cover,0.05,1.64404,0.7907
UAS18,geranium pusillum,NE,0.1,p/a,1,1.64404,0.7907
UAS18,geranium pusillum,NE,1,p/a,1,1.64404,0.7907
UAS18,geranium pusillum,NE,10,cover,0.001,1.64404,0.7907
UAS18,geranium pusillum,SW,10,cover,0.1,1.64404,0.7907
UAS18,geranium pusillum,x,100,cover,0.0505,1.64404,0.7907
UAS19,geranium pusillum,NW,0.1,p/a,1,1.64404,0.7907
UAS19,geranium pusillum,NW,1,p/a,1,1.64404,0.7907
UAS19,geranium pusillum,NW,10,cover,0.2,1.64404,0.7907
UAS19,geranium pusillum,SE,1,p/a,1,1.64404,0.7907
UAS19,geranium pusillum,SE,10,cover,0.2,1.64404,0.7907
UAS19,geranium pusillum,x,100,cover,0.2,1.64404,0.7907
UAS21,geranium pusillum,SE,10,cover,0.001,1.64404,0.7907
UAS21,geranium pusillum,x,100,cover,5e-4,1.64404,0.7907
UAS31,geranium pusillum,NW,0.001,p/a,1,1.64404,0.7907
UAS31,geranium pusillum,NW,0.01,p/a,1,1.64404,0.7907
UAS31,geranium pusillum,NW,0.1,p/a,1,1.64404,0.7907
UAS31,geranium pusillum,NW,1,p/a,1,1.64404,0.7907
UAS31,geranium pusillum,NW,10,cover,2,1.64404,0.7907
UAS31,geranium pusillum,SE,0.01,p/a,1,1.64404,0.7907
UAS31,geranium pusillum,SE,0.1,p/a,1,1.64404,0.7907
UAS31,geranium pusillum,SE,1,p/a,1,1.64404,0.7907
UAS31,geranium pusillum,SE,10,cover,0.2,1.64404,0.7907
UAS31,geranium pusillum,x,100,cover,1.1,1.64404,0.7907
UAS55,geranium pusillum,x,100,cover,0.01,1.64404,0.7907
UAS04,goniolimon besserianum,NW,10,cover,0.2,2.24413,0.53636
UAS04,goniolimon besserianum,x,100,cover,0.1,2.24413,0.53636
UAS09,goniolimon rubellum,NW,10,cover,0.1,NA,NA
UAS09,goniolimon rubellum,SE,10,cover,0.001,NA,NA
UAS09,goniolimon rubellum,x,100,cover,0.0505,NA,NA
UAS12,goniolimon rubellum,SE,1,p/a,1,NA,NA
UAS12,goniolimon rubellum,SE,10,cover,0.01,NA,NA
UAS12,goniolimon rubellum,x,100,cover,0.005,NA,NA
UAS55,goniolimon rubellum,SE,10,cover,0.3,NA,NA
UAS55,goniolimon rubellum,x,100,cover,0.15,NA,NA
UAS06,goniolimon tataricum,x,100,cover,0.01,1.83172,0.53426
UAS14,goniolimon tataricum,NW,10,cover,0.3,1.83172,0.53426
UAS14,goniolimon tataricum,SE,10,cover,0.3,1.83172,0.53426
UAS14,goniolimon tataricum,x,100,cover,0.3,1.83172,0.53426
UAS01,gratiola officinalis,NW,10,cover,0.1,1.6584700000000001,0.50744
UAS01,gratiola officinalis,SE,1,p/a,1,1.6584700000000001,0.50744
UAS01,gratiola officinalis,SE,10,cover,1,1.6584700000000001,0.50744
UAS01,gratiola officinalis,x,100,cover,0.55,1.6584700000000001,0.50744
UAS03,gratiola officinalis,NW,0.01,p/a,1,1.6584700000000001,0.50744
UAS03,gratiola officinalis,NW,0.1,p/a,1,1.6584700000000001,0.50744
UAS03,gratiola officinalis,NW,1,p/a,1,1.6584700000000001,0.50744
UAS03,gratiola officinalis,NW,10,cover,1,1.6584700000000001,0.50744
UAS03,gratiola officinalis,SE,1,p/a,1,1.6584700000000001,0.50744
UAS03,gratiola officinalis,SE,10,cover,0.1,1.6584700000000001,0.50744
UAS03,gratiola officinalis,x,100,cover,0.55,1.6584700000000001,0.50744
UAS03,gypsophila muralis,x,100,cover,0.01,1.7244,0.71075
UAS14,gypsophila paniculata,x,100,cover,0.01,1.21035,0.49586
UAS47,gypsophila paniculata,x,100,cover,0.005,1.21035,0.49586
UAS36,gypsophila perfoliata,SE,1,p/a,1,1.45415,0.57521
UAS36,gypsophila perfoliata,SE,10,cover,0.5,1.45415,0.57521
UAS36,gypsophila perfoliata,x,100,cover,0.25,1.45415,0.57521
UAS39,gypsophila perfoliata,NW,10,cover,0.2,1.45415,0.57521
UAS39,gypsophila perfoliata,x,100,cover,0.1,1.45415,0.57521
UAS20,atriplex verrucifera,NW,0.01,p/a,1,1.90534,0.44783
UAS20,atriplex verrucifera,NW,0.1,p/a,1,1.90534,0.44783
UAS20,atriplex verrucifera,NW,1,p/a,1,1.90534,0.44783
UAS20,atriplex verrucifera,NW,10,cover,35,1.90534,0.44783
UAS20,atriplex verrucifera,SE,0.01,p/a,1,1.90534,0.44783
UAS20,atriplex verrucifera,SE,0.1,p/a,1,1.90534,0.44783
UAS20,atriplex verrucifera,SE,1,p/a,1,1.90534,0.44783
UAS20,atriplex verrucifera,SE,10,cover,40,1.90534,0.44783
UAS20,atriplex verrucifera,x,100,cover,37.5,1.90534,0.44783
UAS23,atriplex verrucifera,NW,1e-4,p/a,1,1.90534,0.44783
UAS23,atriplex verrucifera,NW,0.001,p/a,1,1.90534,0.44783
UAS23,atriplex verrucifera,NW,0.01,p/a,1,1.90534,0.44783
UAS23,atriplex verrucifera,NW,0.1,p/a,1,1.90534,0.44783
UAS23,atriplex verrucifera,NW,1,p/a,1,1.90534,0.44783
UAS23,atriplex verrucifera,NW,10,cover,30,1.90534,0.44783
UAS23,atriplex verrucifera,SE,0.1,p/a,1,1.90534,0.44783
UAS23,atriplex verrucifera,SE,1,p/a,1,1.90534,0.44783
UAS23,atriplex verrucifera,SE,10,cover,20,1.90534,0.44783
UAS23,atriplex verrucifera,x,100,cover,25,1.90534,0.44783
UAS24,atriplex verrucifera,NW,1e-4,p/a,1,1.90534,0.44783
UAS24,atriplex verrucifera,NW,0.001,p/a,1,1.90534,0.44783
UAS24,atriplex verrucifera,NW,0.01,p/a,1,1.90534,0.44783
UAS24,atriplex verrucifera,NW,0.1,p/a,1,1.90534,0.44783
UAS24,atriplex verrucifera,NW,1,p/a,1,1.90534,0.44783
UAS24,atriplex verrucifera,NW,10,cover,55,1.90534,0.44783
UAS24,atriplex verrucifera,SE,1e-4,p/a,1,1.90534,0.44783
UAS24,atriplex verrucifera,SE,0.001,p/a,1,1.90534,0.44783
UAS24,atriplex verrucifera,SE,0.01,p/a,1,1.90534,0.44783
UAS24,atriplex verrucifera,SE,0.1,p/a,1,1.90534,0.44783
UAS24,atriplex verrucifera,SE,1,p/a,1,1.90534,0.44783
UAS24,atriplex verrucifera,SE,10,cover,30,1.90534,0.44783
UAS24,atriplex verrucifera,x,100,cover,42.5,1.90534,0.44783
UAS29,atriplex verrucifera,NW,0.001,p/a,1,1.90534,0.44783
UAS29,atriplex verrucifera,NW,0.01,p/a,1,1.90534,0.44783
UAS29,atriplex verrucifera,NW,0.1,p/a,1,1.90534,0.44783
UAS29,atriplex verrucifera,NW,1,p/a,1,1.90534,0.44783
UAS29,atriplex verrucifera,NW,10,cover,30,1.90534,0.44783
UAS29,atriplex verrucifera,SE,1e-4,p/a,1,1.90534,0.44783
UAS29,atriplex verrucifera,SE,0.001,p/a,1,1.90534,0.44783
UAS29,atriplex verrucifera,SE,0.01,p/a,1,1.90534,0.44783
UAS29,atriplex verrucifera,SE,0.1,p/a,1,1.90534,0.44783
UAS29,atriplex verrucifera,SE,1,p/a,1,1.90534,0.44783
UAS29,atriplex verrucifera,SE,10,cover,50,1.90534,0.44783
UAS29,atriplex verrucifera,x,100,cover,40,1.90534,0.44783
UAS30,atriplex verrucifera,NW,10,cover,0.1,1.90534,0.44783
UAS30,atriplex verrucifera,x,100,cover,0.05,1.90534,0.44783
UAS34,atriplex verrucifera,NW,1e-4,p/a,1,1.90534,0.44783
UAS34,atriplex verrucifera,NW,0.001,p/a,1,1.90534,0.44783
UAS34,atriplex verrucifera,NW,0.01,p/a,1,1.90534,0.44783
UAS34,atriplex verrucifera,NW,0.1,p/a,1,1.90534,0.44783
UAS34,atriplex verrucifera,NW,1,p/a,1,1.90534,0.44783
UAS34,atriplex verrucifera,NW,10,cover,15,1.90534,0.44783
UAS34,atriplex verrucifera,SE,1e-4,p/a,1,1.90534,0.44783
UAS34,atriplex verrucifera,SE,0.001,p/a,1,1.90534,0.44783
UAS34,atriplex verrucifera,SE,0.01,p/a,1,1.90534,0.44783
UAS34,atriplex verrucifera,SE,0.1,p/a,1,1.90534,0.44783
UAS34,atriplex verrucifera,SE,1,p/a,1,1.90534,0.44783
UAS34,atriplex verrucifera,SE,10,cover,10,1.90534,0.44783
UAS34,atriplex verrucifera,x,100,cover,12.5,1.90534,0.44783
UAS38,atriplex verrucifera,x,100,cover,5,1.90534,0.44783
UAS29,halocnemum strobilaceum,x,100,cover,7,2.30103,0.43558
UAS50,haplophyllum suaveolens,NW,1,p/a,1,1.99934,0.49928
UAS50,haplophyllum suaveolens,NW,10,cover,0.2,1.99934,0.49928
UAS50,haplophyllum suaveolens,x,100,cover,0.1,1.99934,0.49928
UAS51,haplophyllum suaveolens,SE,10,cover,0.001,1.99934,0.49928
UAS51,haplophyllum suaveolens,x,100,cover,5e-4,1.99934,0.49928
UAS40,helichrysum arenarium,x,100,cover,5,1.34967,0.42314
UAS33,helichrysum arenarium,NW,1,p/a,1,1.34967,0.42314
UAS33,helichrysum arenarium,NW,10,cover,0.2,1.34967,0.42314
UAS33,helichrysum arenarium,SE,0.1,p/a,1,1.34967,0.42314
UAS33,helichrysum arenarium,SE,1,p/a,1,1.34967,0.42314
UAS33,helichrysum arenarium,SE,10,cover,0.5,1.34967,0.42314
UAS33,helichrysum arenarium,x,100,cover,0.35,1.34967,0.42314
UAS35,helichrysum arenarium,SE,1,p/a,1,1.34967,0.42314
UAS35,helichrysum arenarium,SE,10,cover,0.2,1.34967,0.42314
UAS35,helichrysum arenarium,x,100,cover,0.1,1.34967,0.42314
UAS40,helichrysum arenarium,NW,1,p/a,1,1.34967,0.42314
UAS40,helichrysum arenarium,NW,10,cover,4,1.34967,0.42314
UAS42,helichrysum arenarium,NW,1,p/a,1,1.34967,0.42314
UAS42,helichrysum arenarium,NW,10,cover,2,1.34967,0.42314
UAS42,helichrysum arenarium,SE,10,cover,0.05,1.34967,0.42314
UAS42,helichrysum arenarium,x,100,cover,1.025,1.34967,0.42314
UAS43,helichrysum arenarium,NW,1,p/a,1,1.34967,0.42314
UAS43,helichrysum arenarium,NW,10,cover,2,1.34967,0.42314
UAS43,helichrysum arenarium,SE,1e-4,p/a,1,1.34967,0.42314
UAS43,helichrysum arenarium,SE,0.001,p/a,1,1.34967,0.42314
UAS43,helichrysum arenarium,SE,0.01,p/a,1,1.34967,0.42314
UAS43,helichrysum arenarium,SE,0.1,p/a,1,1.34967,0.42314
UAS43,helichrysum arenarium,SE,1,p/a,1,1.34967,0.42314
UAS43,helichrysum arenarium,SE,10,cover,2,1.34967,0.42314
UAS43,helichrysum arenarium,x,100,cover,2,1.34967,0.42314
UAS46,helichrysum arenarium,NW,0.1,p/a,1,1.34967,0.42314
UAS46,helichrysum arenarium,NW,1,p/a,1,1.34967,0.42314
UAS46,helichrysum arenarium,NW,10,cover,5,1.34967,0.42314
UAS46,helichrysum arenarium,SE,0.01,p/a,1,1.34967,0.42314
UAS46,helichrysum arenarium,SE,0.1,p/a,1,1.34967,0.42314
UAS46,helichrysum arenarium,SE,1,p/a,1,1.34967,0.42314
UAS46,helichrysum arenarium,SE,10,cover,10,1.34967,0.42314
UAS46,helichrysum arenarium,x,100,cover,7.5,1.34967,0.42314
UAS47,helichrysum arenarium,SE,1,p/a,1,1.34967,0.42314
UAS47,helichrysum arenarium,SE,10,cover,0.5,1.34967,0.42314
UAS47,helichrysum arenarium,x,100,cover,0.25,1.34967,0.42314
UAS48,helichrysum arenarium,NW,1,p/a,1,1.34967,0.42314
UAS48,helichrysum arenarium,NW,10,cover,0.01,1.34967,0.42314
UAS48,helichrysum arenarium,SE,10,cover,0.1,1.34967,0.42314
UAS48,helichrysum arenarium,x,100,cover,0.055,1.34967,0.42314
UAS49,helichrysum arenarium,NW,0.01,p/a,1,1.34967,0.42314
UAS49,helichrysum arenarium,NW,0.1,p/a,1,1.34967,0.42314
UAS49,helichrysum arenarium,NW,1,p/a,1,1.34967,0.42314
UAS49,helichrysum arenarium,NW,10,cover,0.7,1.34967,0.42314
UAS49,helichrysum arenarium,SE,1,p/a,1,1.34967,0.42314
UAS49,helichrysum arenarium,SE,10,cover,1,1.34967,0.42314
UAS49,helichrysum arenarium,x,100,cover,0.85,1.34967,0.42314
UAS17,herniaria glabra,x,100,cover,0.001,1.6668,0.5503
UAS48,herniaria glabra,SE,10,cover,0.01,1.6668,0.5503
UAS48,herniaria glabra,x,100,cover,0.005,1.6668,0.5503
UAS51,herniaria incana,x,100,cover,0.001,1.35425,0.60476
UAS04,hesperis tristis,NW,10,cover,0.05,1.06351,0.48281
UAS04,hesperis tristis,SE,10,cover,0.1,1.06351,0.48281
UAS04,hesperis tristis,x,100,cover,0.075,1.06351,0.48281
UAS36,hieracium umbellatum,NW,10,cover,0.01,0.42543,0.55371
UAS36,hieracium umbellatum,x,100,cover,0.005,0.42543,0.55371
UAS42,hieracium umbellatum,NW,0.1,p/a,1,0.42543,0.55371
UAS42,hieracium umbellatum,NW,1,p/a,1,0.42543,0.55371
UAS42,hieracium umbellatum,NW,10,cover,3,0.42543,0.55371
UAS42,hieracium umbellatum,SE,10,cover,0.5,0.42543,0.55371
UAS42,hieracium umbellatum,x,100,cover,1.75,0.42543,0.55371
UAS44,hieracium umbellatum,NW,1,p/a,1,0.42543,0.55371
UAS44,hieracium umbellatum,NW,10,cover,1,0.42543,0.55371
UAS44,hieracium umbellatum,x,100,cover,0.5,0.42543,0.55371
UAS49,hieracium umbellatum,x,100,cover,0.5,0.42543,0.55371
UAS45,hierochloe repens,SE,10,cover,0.3,1.35437,0.54843
UAS45,hierochloe repens,x,100,cover,0.15,1.35437,0.54843
UAS02,holosteum umbellatum,NW,0.1,p/a,1,1.62797,0.59767
UAS02,holosteum umbellatum,NW,1,p/a,1,1.62797,0.59767
UAS02,holosteum umbellatum,NW,10,cover,0.01,1.62797,0.59767
UAS02,holosteum umbellatum,SE,1e-4,p/a,1,1.62797,0.59767
UAS02,holosteum umbellatum,SE,0.001,p/a,1,1.62797,0.59767
UAS02,holosteum umbellatum,SE,0.01,p/a,1,1.62797,0.59767
UAS02,holosteum umbellatum,SE,0.1,p/a,1,1.62797,0.59767
UAS02,holosteum umbellatum,SE,1,p/a,1,1.62797,0.59767
UAS02,holosteum umbellatum,SE,10,cover,0.001,1.62797,0.59767
UAS02,holosteum umbellatum,x,100,cover,0.0055,1.62797,0.59767
UAS05,holosteum umbellatum,NW,0.1,p/a,1,1.62797,0.59767
UAS05,holosteum umbellatum,NW,1,p/a,1,1.62797,0.59767
UAS05,holosteum umbellatum,NW,10,cover,0.5,1.62797,0.59767
UAS05,holosteum umbellatum,SE,0.1,p/a,1,1.62797,0.59767
UAS05,holosteum umbellatum,SE,1,p/a,1,1.62797,0.59767
UAS05,holosteum umbellatum,SE,10,cover,3,1.62797,0.59767
UAS05,holosteum umbellatum,x,100,cover,1.75,1.62797,0.59767
UAS06,holosteum umbellatum,NW,1,p/a,1,1.62797,0.59767
UAS06,holosteum umbellatum,NW,10,cover,0.01,1.62797,0.59767
UAS06,holosteum umbellatum,SE,10,cover,0.01,1.62797,0.59767
UAS06,holosteum umbellatum,x,100,cover,0.01,1.62797,0.59767
UAS10,holosteum umbellatum,NW,0.1,p/a,1,1.62797,0.59767
UAS10,holosteum umbellatum,NW,1,p/a,1,1.62797,0.59767
UAS10,holosteum umbellatum,NW,10,cover,0.5,1.62797,0.59767
UAS10,holosteum umbellatum,SE,0.1,p/a,1,1.62797,0.59767
UAS10,holosteum umbellatum,SE,1,p/a,1,1.62797,0.59767
UAS10,holosteum umbellatum,SE,10,cover,0.1,1.62797,0.59767
UAS10,holosteum umbellatum,x,100,cover,0.3,1.62797,0.59767
UAS11,holosteum umbellatum,x,100,cover,0.01,1.62797,0.59767
UAS12,holosteum umbellatum,NW,0.1,p/a,1,1.62797,0.59767
UAS12,holosteum umbellatum,NW,1,p/a,1,1.62797,0.59767
UAS12,holosteum umbellatum,NW,10,cover,0.1,1.62797,0.59767
UAS12,holosteum umbellatum,SE,0.1,p/a,1,1.62797,0.59767
UAS12,holosteum umbellatum,SE,1,p/a,1,1.62797,0.59767
UAS12,holosteum umbellatum,SE,10,cover,0.01,1.62797,0.59767
UAS12,holosteum umbellatum,x,100,cover,0.055,1.62797,0.59767
UAS13,holosteum umbellatum,NW,0.01,p/a,1,1.62797,0.59767
UAS13,holosteum umbellatum,NW,0.1,p/a,1,1.62797,0.59767
UAS13,holosteum umbellatum,NW,1,p/a,1,1.62797,0.59767
UAS13,holosteum umbellatum,NW,10,cover,0.05,1.62797,0.59767
UAS13,holosteum umbellatum,SE,0.1,p/a,1,1.62797,0.59767
UAS13,holosteum umbellatum,SE,1,p/a,1,1.62797,0.59767
UAS13,holosteum umbellatum,SE,10,cover,0.1,1.62797,0.59767
UAS13,holosteum umbellatum,x,100,cover,0.075,1.62797,0.59767
UAS14,holosteum umbellatum,NW,0.001,p/a,1,1.62797,0.59767
UAS14,holosteum umbellatum,NW,0.01,p/a,1,1.62797,0.59767
UAS14,holosteum umbellatum,NW,0.1,p/a,1,1.62797,0.59767
UAS14,holosteum umbellatum,NW,1,p/a,1,1.62797,0.59767
UAS14,holosteum umbellatum,NW,10,cover,0.5,1.62797,0.59767
UAS14,holosteum umbellatum,SE,0.01,p/a,1,1.62797,0.59767
UAS14,holosteum umbellatum,SE,0.1,p/a,1,1.62797,0.59767
UAS14,holosteum umbellatum,SE,1,p/a,1,1.62797,0.59767
UAS14,holosteum umbellatum,SE,10,cover,1,1.62797,0.59767
UAS14,holosteum umbellatum,x,100,cover,0.75,1.62797,0.59767
UAS15,holosteum umbellatum,N,0.001,p/a,1,1.62797,0.59767
UAS15,holosteum umbellatum,N,0.01,p/a,1,1.62797,0.59767
UAS15,holosteum umbellatum,N,0.1,p/a,1,1.62797,0.59767
UAS15,holosteum umbellatum,N,1,p/a,1,1.62797,0.59767
UAS15,holosteum umbellatum,N,10,cover,2,1.62797,0.59767
UAS15,holosteum umbellatum,S,0.01,p/a,1,1.62797,0.59767
UAS15,holosteum umbellatum,S,0.1,p/a,1,1.62797,0.59767
UAS15,holosteum umbellatum,S,1,p/a,1,1.62797,0.59767
UAS15,holosteum umbellatum,S,10,cover,1,1.62797,0.59767
UAS15,holosteum umbellatum,x,100,cover,10,1.62797,0.59767
UAS16,holosteum umbellatum,NW,0.001,p/a,1,1.62797,0.59767
UAS16,holosteum umbellatum,NW,0.01,p/a,1,1.62797,0.59767
UAS16,holosteum umbellatum,NW,0.1,p/a,1,1.62797,0.59767
UAS16,holosteum umbellatum,NW,1,p/a,1,1.62797,0.59767
UAS16,holosteum umbellatum,NW,10,cover,0.5,1.62797,0.59767
UAS16,holosteum umbellatum,x,100,cover,0.25,1.62797,0.59767
UAS17,holosteum umbellatum,NW,0.1,p/a,1,1.62797,0.59767
UAS17,holosteum umbellatum,NW,1,p/a,1,1.62797,0.59767
UAS17,holosteum umbellatum,NW,10,cover,0.1,1.62797,0.59767
UAS17,holosteum umbellatum,SE,1,p/a,1,1.62797,0.59767
UAS17,holosteum umbellatum,SE,10,cover,0.1,1.62797,0.59767
UAS17,holosteum umbellatum,x,100,cover,0.1,1.62797,0.59767
UAS18,holosteum umbellatum,NE,0.01,p/a,1,1.62797,0.59767
UAS18,holosteum umbellatum,NE,0.1,p/a,1,1.62797,0.59767
