series,species,subplot,scale,response,value
UAS38,galium spurium,x,100,cover,0.1
UAS51,galium spurium,NW,10,cover,0.1
UAS51,galium spurium,x,100,cover,0.05
UAS55,galium spurium,NW,1,p/a,1
UAS55,galium spurium,NW,10,cover,0.1
UAS55,galium spurium,SE,0.1,p/a,1
UAS55,galium spurium,SE,1,p/a,1
UAS55,galium spurium,SE,10,cover,5
UAS55,galium spurium,x,100,cover,2.55
UAS04,galium tenuissimum,SE,10,cover,0.01
UAS04,galium tenuissimum,x,100,cover,0.005
UAS12,galium tenuissimum,NW,0.01,p/a,1
UAS12,galium tenuissimum,NW,0.1,p/a,1
UAS12,galium tenuissimum,NW,1,p/a,1
UAS12,galium tenuissimum,NW,10,cover,3
UAS12,galium tenuissimum,SE,1,p/a,1
UAS12,galium tenuissimum,SE,10,cover,0.3
UAS12,galium tenuissimum,x,100,cover,1.65
UAS13,galium tenuissimum,NW,10,cover,0.01
UAS13,galium tenuissimum,SE,10,cover,0.01
UAS13,galium tenuissimum,x,100,cover,0.01
UAS17,galium tenuissimum,NW,0.01,p/a,1
UAS17,galium tenuissimum,NW,0.1,p/a,1
UAS17,galium tenuissimum,NW,1,p/a,1
UAS17,galium tenuissimum,NW,10,cover,0.2
UAS17,galium tenuissimum,SE,1,p/a,1
UAS17,galium tenuissimum,SE,10,cover,0.01
UAS17,galium tenuissimum,x,100,cover,0.105
UAS30,galium tenuissimum,SE,0.1,p/a,1
UAS30,galium tenuissimum,SE,1,p/a,1
UAS30,galium tenuissimum,SE,10,cover,0.3
UAS30,galium tenuissimum,x,100,cover,0.15
UAS31,galium tenuissimum,SE,10,cover,0.01
UAS31,galium tenuissimum,x,100,cover,0.005
UAS04,galium verum,NW,0.01,p/a,1
UAS04,galium verum,NW,0.1,p/a,1
UAS04,galium verum,NW,1,p/a,1
UAS04,galium verum,NW,10,cover,3
UAS04,galium verum,SE,1,p/a,1
UAS04,galium verum,SE,10,cover,3
UAS04,galium verum,x,100,cover,3
UAS32,galium verum,x,100,cover,0.5
UAS36,galium verum,NW,1,p/a,1
UAS36,galium verum,NW,10,cover,0.5
UAS36,galium verum,x,100,cover,0.25
UAS41,galium verum,SE,10,cover,0.4
UAS41,galium verum,x,100,cover,0.2
UAS44,galium verum,NW,0.1,p/a,1
UAS44,galium verum,NW,1,p/a,1
UAS44,galium verum,NW,10,cover,0.5
UAS44,galium verum,SE,0.1,p/a,1
UAS44,galium verum,SE,1,p/a,1
UAS44,galium verum,SE,10,cover,0.8
UAS44,galium verum,x,100,cover,0.65
UAS47,galium verum,NW,10,cover,0.02
UAS47,galium verum,x,100,cover,0.01
UAS48,galium verum,NW,0.1,p/a,1
UAS48,galium verum,NW,1,p/a,1
UAS48,galium verum,NW,10,cover,0.5
UAS48,galium verum,SE,0.01,p/a,1
UAS48,galium verum,SE,0.1,p/a,1
UAS48,galium verum,SE,1,p/a,1
UAS48,galium verum,SE,10,cover,3
UAS48,galium verum,x,100,cover,1.75
UAS50,genista scythica,NW,1e-4,p/a,1
UAS50,genista scythica,NW,0.001,p/a,1
UAS50,genista scythica,NW,0.01,p/a,1
UAS50,genista scythica,NW,0.1,p/a,1
UAS50,genista scythica,NW,1,p/a,1
UAS50,genista scythica,NW,10,cover,5
UAS50,genista scythica,SE,10,cover,0.3
UAS50,genista scythica,x,100,cover,2.65
UAS41,geranium collinum,NW,10,cover,0.2
UAS41,geranium collinum,x,100,cover,0.1
UAS02,geranium pusillum,NW,1,p/a,1
UAS02,geranium pusillum,NW,10,cover,0.001
UAS02,geranium pusillum,x,100,cover,5e-4
UAS04,geranium pusillum,NW,0.01,p/a,1
UAS04,geranium pusillum,NW,0.1,p/a,1
UAS04,geranium pusillum,NW,1,p/a,1
UAS04,geranium pusillum,NW,10,cover,2
UAS04,geranium pusillum,SE,0.01,p/a,1
UAS04,geranium pusillum,SE,0.1,p/a,1
UAS04,geranium pusillum,SE,1,p/a,1
UAS04,geranium pusillum,SE,10,cover,1
UAS04,geranium pusillum,x,100,cover,1.5
UAS12,geranium pusillum,SE,1,p/a,1
UAS12,geranium pusillum,SE,10,cover,0.1
UAS12,geranium pusillum,x,100,cover,0.05
UAS18,geranium pusillum,NE,0.1,p/a,1
UAS18,geranium pusillum,NE,1,p/a,1
UAS18,geranium pusillum,NE,10,cover,0.001
UAS18,geranium pusillum,SW,10,cover,0.1
UAS18,geranium pusillum,x,100,cover,0.0505
UAS19,geranium pusillum,NW,0.1,p/a,1
UAS19,geranium pusillum,NW,1,p/a,1
UAS19,geranium pusillum,NW,10,cover,0.2
UAS19,geranium pusillum,SE,1,p/a,1
UAS19,geranium pusillum,SE,10,cover,0.2
UAS19,geranium pusillum,x,100,cover,0.2
UAS21,geranium pusillum,SE,10,cover,0.001
UAS21,geranium pusillum,x,100,cover,5e-4
UAS31,geranium pusillum,NW,0.001,p/a,1
UAS31,geranium pusillum,NW,0.01,p/a,1
UAS31,geranium pusillum,NW,0.1,p/a,1
UAS31,geranium pusillum,NW,1,p/a,1
UAS31,geranium pusillum,NW,10,cover,2
UAS31,geranium pusillum,SE,0.01,p/a,1
UAS31,geranium pusillum,SE,0.1,p/a,1
UAS31,geranium pusillum,SE,1,p/a,1
UAS31,geranium pusillum,SE,10,cover,0.2
UAS31,geranium pusillum,x,100,cover,1.1
UAS55,geranium pusillum,x,100,cover,0.01
UAS04,goniolimon besserianum,NW,10,cover,0.2
UAS04,goniolimon besserianum,x,100,cover,0.1
UAS09,goniolimon rubellum,NW,10,cover,0.1
UAS09,goniolimon rubellum,SE,10,cover,0.001
UAS09,goniolimon rubellum,x,100,cover,0.0505
UAS12,goniolimon rubellum,SE,1,p/a,1
UAS12,goniolimon rubellum,SE,10,cover,0.01
UAS12,goniolimon rubellum,x,100,cover,0.005
UAS55,goniolimon rubellum,SE,10,cover,0.3
UAS55,goniolimon rubellum,x,100,cover,0.15
UAS06,goniolimon tataricum,x,100,cover,0.01
UAS14,goniolimon tataricum,NW,10,cover,0.3
UAS14,goniolimon tataricum,SE,10,cover,0.3
UAS14,goniolimon tataricum,x,100,cover,0.3
UAS01,gratiola officinalis,NW,10,cover,0.1
UAS01,gratiola officinalis,SE,1,p/a,1
UAS01,gratiola officinalis,SE,10,cover,1
UAS01,gratiola officinalis,x,100,cover,0.55
UAS03,gratiola officinalis,NW,0.01,p/a,1
UAS03,gratiola officinalis,NW,0.1,p/a,1
UAS03,gratiola officinalis,NW,1,p/a,1
UAS03,gratiola officinalis,NW,10,cover,1
UAS03,gratiola officinalis,SE,1,p/a,1
UAS03,gratiola officinalis,SE,10,cover,0.1
UAS03,gratiola officinalis,x,100,cover,0.55
UAS03,gypsophila muralis,x,100,cover,0.01
UAS14,gypsophila paniculata,x,100,cover,0.01
UAS47,gypsophila paniculata,x,100,cover,0.005
UAS36,gypsophila perfoliata,SE,1,p/a,1
UAS36,gypsophila perfoliata,SE,10,cover,0.5
UAS36,gypsophila perfoliata,x,100,cover,0.25
UAS39,gypsophila perfoliata,NW,10,cover,0.2
UAS39,gypsophila perfoliata,x,100,cover,0.1
UAS20,atriplex verrucifera,NW,0.01,p/a,1
UAS20,atriplex verrucifera,NW,0.1,p/a,1
UAS20,atriplex verrucifera,NW,1,p/a,1
UAS20,atriplex verrucifera,NW,10,cover,35
UAS20,atriplex verrucifera,SE,0.01,p/a,1
UAS20,atriplex verrucifera,SE,0.1,p/a,1
UAS20,atriplex verrucifera,SE,1,p/a,1
UAS20,atriplex verrucifera,SE,10,cover,40
UAS20,atriplex verrucifera,x,100,cover,37.5
UAS23,atriplex verrucifera,NW,1e-4,p/a,1
UAS23,atriplex verrucifera,NW,0.001,p/a,1
UAS23,atriplex verrucifera,NW,0.01,p/a,1
UAS23,atriplex verrucifera,NW,0.1,p/a,1
UAS23,atriplex verrucifera,NW,1,p/a,1
UAS23,atriplex verrucifera,NW,10,cover,30
UAS23,atriplex verrucifera,SE,0.1,p/a,1
UAS23,atriplex verrucifera,SE,1,p/a,1
UAS23,atriplex verrucifera,SE,10,cover,20
UAS23,atriplex verrucifera,x,100,cover,25
UAS24,atriplex verrucifera,NW,1e-4,p/a,1
UAS24,atriplex verrucifera,NW,0.001,p/a,1
UAS24,atriplex verrucifera,NW,0.01,p/a,1
UAS24,atriplex verrucifera,NW,0.1,p/a,1
UAS24,atriplex verrucifera,NW,1,p/a,1
UAS24,atriplex verrucifera,NW,10,cover,55
UAS24,atriplex verrucifera,SE,1e-4,p/a,1
UAS24,atriplex verrucifera,SE,0.001,p/a,1
UAS24,atriplex verrucifera,SE,0.01,p/a,1
UAS24,atriplex verrucifera,SE,0.1,p/a,1
UAS24,atriplex verrucifera,SE,1,p/a,1
UAS24,atriplex verrucifera,SE,10,cover,30
UAS24,atriplex verrucifera,x,100,cover,42.5
UAS29,atriplex verrucifera,NW,0.001,p/a,1
UAS29,atriplex verrucifera,NW,0.01,p/a,1
UAS29,atriplex verrucifera,NW,0.1,p/a,1
UAS29,atriplex verrucifera,NW,1,p/a,1
UAS29,atriplex verrucifera,NW,10,cover,30
UAS29,atriplex verrucifera,SE,1e-4,p/a,1
UAS29,atriplex verrucifera,SE,0.001,p/a,1
UAS29,atriplex verrucifera,SE,0.01,p/a,1
UAS29,atriplex verrucifera,SE,0.1,p/a,1
UAS29,atriplex verrucifera,SE,1,p/a,1
UAS29,atriplex verrucifera,SE,10,cover,50
UAS29,atriplex verrucifera,x,100,cover,40
UAS30,atriplex verrucifera,NW,10,cover,0.1
UAS30,atriplex verrucifera,x,100,cover,0.05
UAS34,atriplex verrucifera,NW,1e-4,p/a,1
UAS34,atriplex verrucifera,NW,0.001,p/a,1
UAS34,atriplex verrucifera,NW,0.01,p/a,1
UAS34,atriplex verrucifera,NW,0.1,p/a,1
UAS34,atriplex verrucifera,NW,1,p/a,1
UAS34,atriplex verrucifera,NW,10,cover,15
UAS34,atriplex verrucifera,SE,1e-4,p/a,1
UAS34,atriplex verrucifera,SE,0.001,p/a,1
UAS34,atriplex verrucifera,SE,0.01,p/a,1
UAS34,atriplex verrucifera,SE,0.1,p/a,1
UAS34,atriplex verrucifera,SE,1,p/a,1
UAS34,atriplex verrucifera,SE,10,cover,10
UAS34,atriplex verrucifera,x,100,cover,12.5
UAS38,atriplex verrucifera,x,100,cover,5
UAS29,halocnemum strobilaceum,x,100,cover,7
UAS50,haplophyllum suaveolens,NW,1,p/a,1
UAS50,haplophyllum suaveolens,NW,10,cover,0.2
UAS50,haplophyllum suaveolens,x,100,cover,0.1
UAS51,haplophyllum suaveolens,SE,10,cover,0.001
UAS51,haplophyllum suaveolens,x,100,cover,5e-4
UAS40,helichrysum arenarium,x,100,cover,5
UAS33,helichrysum arenarium,NW,1,p/a,1
UAS33,helichrysum arenarium,NW,10,cover,0.2
UAS33,helichrysum arenarium,SE,0.1,p/a,1
UAS33,helichrysum arenarium,SE,1,p/a,1
UAS33,helichrysum arenarium,SE,10,cover,0.5
UAS33,helichrysum arenarium,x,100,cover,0.35
UAS35,helichrysum arenarium,SE,1,p/a,1
UAS35,helichrysum arenarium,SE,10,cover,0.2
UAS35,helichrysum arenarium,x,100,cover,0.1
UAS40,helichrysum arenarium,NW,1,p/a,1
UAS40,helichrysum arenarium,NW,10,cover,4
UAS42,helichrysum arenarium,NW,1,p/a,1
UAS42,helichrysum arenarium,NW,10,cover,2
UAS42,helichrysum arenarium,SE,10,cover,0.05
UAS42,helichrysum arenarium,x,100,cover,1.025
UAS43,helichrysum arenarium,NW,1,p/a,1
UAS43,helichrysum arenarium,NW,10,cover,2
UAS43,helichrysum arenarium,SE,1e-4,p/a,1
UAS43,helichrysum arenarium,SE,0.001,p/a,1
UAS43,helichrysum arenarium,SE,0.01,p/a,1
UAS43,helichrysum arenarium,SE,0.1,p/a,1
UAS43,helichrysum arenarium,SE,1,p/a,1
UAS43,helichrysum arenarium,SE,10,cover,2
UAS43,helichrysum arenarium,x,100,cover,2
UAS46,helichrysum arenarium,NW,0.1,p/a,1
UAS46,helichrysum arenarium,NW,1,p/a,1
UAS46,helichrysum arenarium,NW,10,cover,5
UAS46,helichrysum arenarium,SE,0.01,p/a,1
UAS46,helichrysum arenarium,SE,0.1,p/a,1
UAS46,helichrysum arenarium,SE,1,p/a,1
UAS46,helichrysum arenarium,SE,10,cover,10
UAS46,helichrysum arenarium,x,100,cover,7.5
UAS47,helichrysum arenarium,SE,1,p/a,1
UAS47,helichrysum arenarium,SE,10,cover,0.5
UAS47,helichrysum arenarium,x,100,cover,0.25
UAS48,helichrysum arenarium,NW,1,p/a,1
UAS48,helichrysum arenarium,NW,10,cover,0.01
UAS48,helichrysum arenarium,SE,10,cover,0.1
UAS48,helichrysum arenarium,x,100,cover,0.055
UAS49,helichrysum arenarium,NW,0.01,p/a,1
UAS49,helichrysum arenarium,NW,0.1,p/a,1
UAS49,helichrysum arenarium,NW,1,p/a,1
UAS49,helichrysum arenarium,NW,10,cover,0.7
UAS49,helichrysum arenarium,SE,1,p/a,1
UAS49,helichrysum arenarium,SE,10,cover,1
UAS49,helichrysum arenarium,x,100,cover,0.85
UAS17,herniaria glabra,x,100,cover,0.001
UAS48,herniaria glabra,SE,10,cover,0.01
UAS48,herniaria glabra,x,100,cover,0.005
UAS51,herniaria incana,x,100,cover,0.001
UAS04,hesperis tristis,NW,10,cover,0.05
UAS04,hesperis tristis,SE,10,cover,0.1
UAS04,hesperis tristis,x,100,cover,0.075
UAS36,hieracium umbellatum,NW,10,cover,0.01
UAS36,hieracium umbellatum,x,100,cover,0.005
UAS42,hieracium umbellatum,NW,0.1,p/a,1
UAS42,hieracium umbellatum,NW,1,p/a,1
UAS42,hieracium umbellatum,NW,10,cover,3
UAS42,hieracium umbellatum,SE,10,cover,0.5
UAS42,hieracium umbellatum,x,100,cover,1.75
UAS44,hieracium umbellatum,NW,1,p/a,1
UAS44,hieracium umbellatum,NW,10,cover,1
UAS44,hieracium umbellatum,x,100,cover,0.5
UAS49,hieracium umbellatum,x,100,cover,0.5
UAS45,hierochloe repens,SE,10,cover,0.3
UAS45,hierochloe repens,x,100,cover,0.15
UAS02,holosteum umbellatum,NW,0.1,p/a,1
UAS02,holosteum umbellatum,NW,1,p/a,1
UAS02,holosteum umbellatum,NW,10,cover,0.01
UAS02,holosteum umbellatum,SE,1e-4,p/a,1
UAS02,holosteum umbellatum,SE,0.001,p/a,1
UAS02,holosteum umbellatum,SE,0.01,p/a,1
UAS02,holosteum umbellatum,SE,0.1,p/a,1
UAS02,holosteum umbellatum,SE,1,p/a,1
UAS02,holosteum umbellatum,SE,10,cover,0.001
UAS02,holosteum umbellatum,x,100,cover,0.0055
UAS05,holosteum umbellatum,NW,0.1,p/a,1
UAS05,holosteum umbellatum,NW,1,p/a,1
UAS05,holosteum umbellatum,NW,10,cover,0.5
UAS05,holosteum umbellatum,SE,0.1,p/a,1
UAS05,holosteum umbellatum,SE,1,p/a,1
UAS05,holosteum umbellatum,SE,10,cover,3
UAS05,holosteum umbellatum,x,100,cover,1.75
UAS06,holosteum umbellatum,NW,1,p/a,1
UAS06,holosteum umbellatum,NW,10,cover,0.01
UAS06,holosteum umbellatum,SE,10,cover,0.01
UAS06,holosteum umbellatum,x,100,cover,0.01
UAS10,holosteum umbellatum,NW,0.1,p/a,1
UAS10,holosteum umbellatum,NW,1,p/a,1
UAS10,holosteum umbellatum,NW,10,cover,0.5
UAS10,holosteum umbellatum,SE,0.1,p/a,1
UAS10,holosteum umbellatum,SE,1,p/a,1
UAS10,holosteum umbellatum,SE,10,cover,0.1
UAS10,holosteum umbellatum,x,100,cover,0.3
UAS11,holosteum umbellatum,x,100,cover,0.01
UAS12,holosteum umbellatum,NW,0.1,p/a,1
UAS12,holosteum umbellatum,NW,1,p/a,1
UAS12,holosteum umbellatum,NW,10,cover,0.1
UAS12,holosteum umbellatum,SE,0.1,p/a,1
UAS12,holosteum umbellatum,SE,1,p/a,1
UAS12,holosteum umbellatum,SE,10,cover,0.01
UAS12,holosteum umbellatum,x,100,cover,0.055
UAS13,holosteum umbellatum,NW,0.01,p/a,1
UAS13,holosteum umbellatum,NW,0.1,p/a,1
UAS13,holosteum umbellatum,NW,1,p/a,1
UAS13,holosteum umbellatum,NW,10,cover,0.05
UAS13,holosteum umbellatum,SE,0.1,p/a,1
UAS13,holosteum umbellatum,SE,1,p/a,1
UAS13,holosteum umbellatum,SE,10,cover,0.1
UAS13,holosteum umbellatum,x,100,cover,0.075
UAS14,holosteum umbellatum,NW,0.001,p/a,1
UAS14,holosteum umbellatum,NW,0.01,p/a,1
UAS14,holosteum umbellatum,NW,0.1,p/a,1
UAS14,holosteum umbellatum,NW,1,p/a,1
UAS14,holosteum umbellatum,NW,10,cover,0.5
UAS14,holosteum umbellatum,SE,0.01,p/a,1
UAS14,holosteum umbellatum,SE,0.1,p/a,1
UAS14,holosteum umbellatum,SE,1,p/a,1
UAS14,holosteum umbellatum,SE,10,cover,1
UAS14,holosteum umbellatum,x,100,cover,0.75
UAS15,holosteum umbellatum,N,0.001,p/a,1
UAS15,holosteum umbellatum,N,0.01,p/a,1
UAS15,holosteum umbellatum,N,0.1,p/a,1
UAS15,holosteum umbellatum,N,1,p/a,1
UAS15,holosteum umbellatum,N,10,cover,2
UAS15,holosteum umbellatum,S,0.01,p/a,1
UAS15,holosteum umbellatum,S,0.1,p/a,1
UAS15,holosteum umbellatum,S,1,p/a,1
UAS15,holosteum umbellatum,S,10,cover,1
UAS15,holosteum umbellatum,x,100,cover,10
UAS16,holosteum umbellatum,NW,0.001,p/a,1
UAS16,holosteum umbellatum,NW,0.01,p/a,1
UAS16,holosteum umbellatum,NW,0.1,p/a,1
UAS16,holosteum umbellatum,NW,1,p/a,1
UAS16,holosteum umbellatum,NW,10,cover,0.5
UAS16,holosteum umbellatum,x,100,cover,0.25
UAS17,holosteum umbellatum,NW,0.1,p/a,1
UAS17,holosteum umbellatum,NW,1,p/a,1
UAS17,holosteum umbellatum,NW,10,cover,0.1
UAS17,holosteum umbellatum,SE,1,p/a,1
UAS17,holosteum umbellatum,SE,10,cover,0.1
UAS17,holosteum umbellatum,x,100,cover,0.1
UAS18,holosteum umbellatum,NE,0.01,p/a,1
UAS18,holosteum umbellatum,NE,0.1,p/a,1
UAS18,holosteum umbellatum,NE,1,p/a,1
UAS18,holosteum umbellatum,NE,10,cover,0.01
UAS18,holosteum umbellatum,SW,0.01,p/a,1
UAS18,holosteum umbellatum,SW,0.1,p/a,1
UAS18,holosteum umbellatum,SW,1,p/a,1
UAS18,holosteum umbellatum,SW,10,cover,1
UAS18,holosteum umbellatum,x,100,cover,0.505
UAS19,holosteum umbellatum,NW,1,p/a,1
UAS19,holosteum umbellatum,NW,10,cover,0.1
UAS19,holosteum umbellatum,SE,0.01,p/a,1
UAS19,holosteum umbellatum,SE,0.1,p/a,1
UAS19,holosteum umbellatum,SE,1,p/a,1
UAS19,holosteum umbellatum,SE,10,cover,0.01
UAS19,holosteum umbellatum,x,100,cover,0.055
UAS21,holosteum umbellatum,NW,1,p/a,1
UAS21,holosteum umbellatum,NW,10,cover,0.01
UAS21,holosteum umbellatum,x,100,cover,0.005
UAS23,holosteum umbellatum,SE,10,cover,0.1
UAS23,holosteum umbellatum,x,100,cover,0.05
UAS24,holosteum umbellatum,NW,1,p/a,1
UAS24,holosteum umbellatum,NW,10,cover,0.001
UAS24,holosteum umbellatum,x,100,cover,5e-4
UAS25,holosteum umbellatum,NW,0.01,p/a,1
UAS25,holosteum umbellatum,NW,0.1,p/a,1
UAS25,holosteum umbellatum,NW,1,p/a,1
UAS25,holosteum umbellatum,NW,10,cover,0.001
UAS25,holosteum umbellatum,SE,10,cover,0.01
UAS25,holosteum umbellatum,x,100,cover,0.0055
UAS30,holosteum umbellatum,NW,0.01,p/a,1
UAS30,holosteum umbellatum,NW,0.1,p/a,1
UAS30,holosteum umbellatum,NW,1,p/a,1
UAS30,holosteum umbellatum,NW,10,cover,0.5
UAS30,holosteum umbellatum,SE,0.1,p/a,1
UAS30,holosteum umbellatum,SE,1,p/a,1
UAS30,holosteum umbellatum,SE,10,cover,0.05
UAS30,holosteum umbellatum,x,100,cover,0.275
UAS31,holosteum umbellatum,NW,0.1,p/a,1
UAS31,holosteum umbellatum,NW,1,p/a,1
UAS31,holosteum umbellatum,NW,10,cover,0.001
UAS31,holosteum umbellatum,SE,0.1,p/a,1
UAS31,holosteum umbellatum,SE,1,p/a,1
UAS31,holosteum umbellatum,SE,10,cover,0.01
UAS31,holosteum umbellatum,x,100,cover,0.0055
UAS35,holosteum umbellatum,NW,0.01,p/a,1
UAS35,holosteum umbellatum,NW,0.1,p/a,1
UAS35,holosteum umbellatum,NW,1,p/a,1
UAS35,holosteum umbellatum,NW,10,cover,0.05
UAS35,holosteum umbellatum,SE,0.001,p/a,1
UAS35,holosteum umbellatum,SE,0.01,p/a,1
UAS35,holosteum umbellatum,SE,0.1,p/a,1
UAS35,holosteum umbellatum,SE,1,p/a,1
UAS35,holosteum umbellatum,SE,10,cover,0.5
UAS35,holosteum umbellatum,x,100,cover,0.275
UAS40,holosteum umbellatum,NW,0.1,p/a,1
UAS40,holosteum umbellatum,NW,1,p/a,1
UAS40,holosteum umbellatum,NW,10,cover,0.001
UAS40,holosteum umbellatum,SE,1,p/a,1
UAS40,holosteum umbellatum,SE,10,cover,0.001
UAS40,holosteum umbellatum,x,100,cover,0.001
UAS42,holosteum umbellatum,NW,10,cover,0.01
UAS42,holosteum umbellatum,x,100,cover,0.005
UAS43,holosteum umbellatum,NW,1,p/a,1
UAS43,holosteum umbellatum,NW,10,cover,0.01
UAS43,holosteum umbellatum,SE,0.1,p/a,1
UAS43,holosteum umbellatum,SE,1,p/a,1
UAS43,holosteum umbellatum,SE,10,cover,0.1
UAS43,holosteum umbellatum,x,100,cover,0.055
UAS44,holosteum umbellatum,x,100,cover,0.1
UAS45,holosteum umbellatum,NW,0.001,p/a,1
UAS45,holosteum umbellatum,NW,0.01,p/a,1
UAS45,holosteum umbellatum,NW,0.1,p/a,1
UAS45,holosteum umbellatum,NW,1,p/a,1
UAS45,holosteum umbellatum,NW,10,cover,0.1
UAS45,holosteum umbellatum,SE,1,p/a,1
UAS45,holosteum umbellatum,SE,10,cover,0.02
UAS45,holosteum umbellatum,x,100,cover,0.06
UAS46,holosteum umbellatum,SE,10,cover,0.01
UAS46,holosteum umbellatum,x,100,cover,0.005
UAS47,holosteum umbellatum,NW,10,cover,0.002
UAS47,holosteum umbellatum,x,100,cover,0.001
UAS48,holosteum umbellatum,NW,10,cover,0.01
UAS48,holosteum umbellatum,SE,1,p/a,1
UAS48,holosteum umbellatum,SE,10,cover,0.2
UAS48,holosteum umbellatum,x,100,cover,0.105
UAS55,holosteum umbellatum,NW,1,p/a,1
UAS55,holosteum umbellatum,NW,10,cover,0.01
UAS55,holosteum umbellatum,SE,1,p/a,1
UAS55,holosteum umbellatum,SE,10,cover,0.1
UAS55,holosteum umbellatum,x,100,cover,0.055
UAS02,hordeum murinum,NW,10,cover,0.01
UAS02,hordeum murinum,x,100,cover,0.005
UAS15,hornungia procumbens,S,1,p/a,1
UAS15,hornungia procumbens,S,10,cover,0.01
UAS15,hornungia procumbens,x,100,cover,0.005
UAS23,hornungia procumbens,NW,1,p/a,1
UAS23,hornungia procumbens,NW,10,cover,0.1
UAS23,hornungia procumbens,SE,10,cover,0.01
UAS23,hornungia procumbens,x,100,cover,0.055
UAS29,hornungia procumbens,NW,0.001,p/a,1
UAS29,hornungia procumbens,NW,0.01,p/a,1
UAS29,hornungia procumbens,NW,0.1,p/a,1
UAS29,hornungia procumbens,NW,1,p/a,1
UAS29,hornungia procumbens,NW,10,cover,0.5
UAS29,hornungia procumbens,SE,0.001,p/a,1
UAS29,hornungia procumbens,SE,0.01,p/a,1
UAS29,hornungia procumbens,SE,0.1,p/a,1
UAS29,hornungia procumbens,SE,1,p/a,1
UAS29,hornungia procumbens,SE,10,cover,3
UAS29,hornungia procumbens,x,100,cover,1.75
UAS34,hornungia procumbens,NW,0.1,p/a,1
UAS34,hornungia procumbens,NW,1,p/a,1
UAS34,hornungia procumbens,NW,10,cover,0.5
UAS34,hornungia procumbens,SE,1,p/a,1
UAS34,hornungia procumbens,SE,10,cover,0.5
UAS34,hornungia procumbens,x,100,cover,0.5
UAS40,hornungia procumbens,SE,10,cover,0.001
UAS40,hornungia procumbens,x,100,cover,5e-4
UAS51,hyacinthella leucophaea,NW,0.1,p/a,1
UAS51,hyacinthella leucophaea,NW,1,p/a,1
UAS51,hyacinthella leucophaea,NW,10,cover,0.01
UAS51,hyacinthella leucophaea,SE,10,cover,0.001
UAS51,hyacinthella leucophaea,x,100,cover,0.0055
UAS21,sedum maximum,SE,10,cover,0.02
UAS21,sedum maximum,x,100,cover,0.01
UAS45,hypericum perforatum,NW,10,cover,0.1
UAS45,hypericum perforatum,SE,10,cover,0.03
UAS45,hypericum perforatum,x,100,cover,0.065
UAS01,inula britannica,NW,10,cover,0.2
UAS01,inula britannica,SE,1,p/a,1
UAS01,inula britannica,SE,10,cover,0.5
UAS01,inula britannica,x,100,cover,0.35
UAS03,inula britannica,NW,0.01,p/a,1
UAS03,inula britannica,NW,0.1,p/a,1
UAS03,inula britannica,NW,1,p/a,1
UAS03,inula britannica,NW,10,cover,1
UAS03,inula britannica,SE,10,cover,0.01
UAS03,inula britannica,x,100,cover,0.505
UAS36,inula salicina,NW,0.1,p/a,1
UAS36,inula salicina,NW,1,p/a,1
UAS36,inula salicina,NW,10,cover,10
UAS36,inula salicina,SE,1,p/a,1
UAS36,inula salicina,SE,10,cover,0.3
UAS36,inula salicina,x,100,cover,5.15
UAS41,inula salicina,x,100,cover,0.1
UAS44,inula salicina,SE,10,cover,0.5
UAS44,inula salicina,x,100,cover,0.25
UAS45,inula salicina,NW,0.1,p/a,1
UAS45,inula salicina,NW,1,p/a,1
UAS45,inula salicina,NW,10,cover,12
UAS45,inula salicina,x,100,cover,6
UAS47,inula salicina,SE,1,p/a,1
UAS47,inula salicina,SE,10,cover,0.3
UAS47,inula salicina,x,100,cover,0.15
UAS05,iris pumila,NW,1,p/a,1
UAS05,iris pumila,NW,10,cover,0.1
UAS05,iris pumila,SE,1,p/a,1
UAS05,iris pumila,SE,10,cover,0.02
UAS05,iris pumila,x,100,cover,0.06
UAS06,iris pumila,NW,1,p/a,1
UAS06,iris pumila,NW,10,cover,4
UAS06,iris pumila,SE,1e-4,p/a,1
UAS06,iris pumila,SE,0.001,p/a,1
UAS06,iris pumila,SE,0.01,p/a,1
UAS06,iris pumila,SE,0.1,p/a,1
UAS06,iris pumila,SE,1,p/a,1
UAS06,iris pumila,SE,10,cover,12
UAS06,iris pumila,x,100,cover,8
UAS13,iris pumila,x,100,cover,0.1
UAS14,iris pumila,NW,0.01,p/a,1
UAS14,iris pumila,NW,0.1,p/a,1
UAS14,iris pumila,NW,1,p/a,1
UAS14,iris pumila,NW,10,cover,12
UAS14,iris pumila,SE,0.1,p/a,1
UAS14,iris pumila,SE,1,p/a,1
UAS14,iris pumila,SE,10,cover,10
UAS14,iris pumila,x,100,cover,11
UAS18,iris pumila,NE,1,p/a,1
UAS18,iris pumila,NE,10,cover,3
UAS18,iris pumila,x,100,cover,1.5
UAS19,iris pumila,NW,0.1,p/a,1
UAS19,iris pumila,NW,1,p/a,1
UAS19,iris pumila,NW,10,cover,1
UAS19,iris pumila,SE,1e-4,p/a,1
UAS19,iris pumila,SE,0.001,p/a,1
UAS19,iris pumila,SE,0.01,p/a,1
UAS19,iris pumila,SE,0.1,p/a,1
UAS19,iris pumila,SE,1,p/a,1
UAS19,iris pumila,SE,10,cover,3
UAS19,iris pumila,x,100,cover,2
UAS21,iris pumila,NW,1,p/a,1
UAS21,iris pumila,NW,10,cover,7
